season,date,dow,month,start,home,away,stadium,home_teams,is_dome,is_secondary,crowd,capacity,occupancy,sold_out,home_rank,home_wpct,home_gb,home_streak,home_last10,away_rank,away_wpct,away_gb,away_streak,away_last10,gb_from_playoff_line,season_progress,temp,rain,rain_game,rain_day,humid,wind,cloud
2021,2021-09-08,수,09,18:30,삼성,롯데,대구,삼성,0,0,2463,7033,0.3502,0,3,0.56,4.5,-2,6,7,0.469,13.5,1,5,-5.0,0.686,26.3,0,0.0,0,50.0,3.0,4
2021,2021-09-08,수,09,18:30,SSG,LG,문학,SSG,0,0,0,2300,0.0,0,6,0.505,10.0,-2,5,2,0.57,4.0,-3,6,0.5,0.686,24.3,0,0.0,0.0,65.0,2.2,0
2021,2021-09-08,수,09,18:30,KT,KIA,수원,KT,0,0,0,2000,0.0,0,1,0.608,0.0,3,7,9,0.416,18.0,-3,2,-9.5,0.686,24.1,0,0.0,0.4,71.0,3.3,0
2021,2021-09-08,수,09,18:30,두산,키움,잠실,LG;두산,0,0,0,2472,0.0,0,8,0.463,14.0,1,3,4,0.515,9.0,2,4,4.5,0.686,25.5,0,0.0,1.6,64.0,3.0,0
2021,2021-09-08,수,09,18:30,NC,한화,창원,NC,0,0,680,5061,0.1344,0,5,0.511,9.5,2,5,10,0.378,22.5,-1,4,0.0,0.686,24.9,0,0.0,0,70.0,2.5,8
2021,2021-09-09,목,09,18:30,키움,KIA,고척,키움,1,0,0,1674,0.0,0,5,0.51,9.5,-1,4,9,0.416,18.0,-3,1,0.0,0.693,27.2,0,0.0,0,62.0,2.0,6
2021,2021-09-09,목,09,18:30,삼성,KT,대구,삼성,0,0,1478,7033,0.2102,0,3,0.554,5.0,-3,6,1,0.608,0.0,3,6,-4.5,0.693,27.0,0,0.0,0,47.0,1.1,9
2021,2021-09-09,목,09,18:30,롯데,SSG,사직,롯데,0,0,1390,2364,0.588,0,7,0.474,13.0,2,6,4,0.51,9.5,1,6,3.5,0.693,24.6,0,0.0,0,74.0,2.6,7
2021,2021-09-09,목,09,18:30,LG,한화,잠실,LG;두산,0,0,0,2472,0.0,0,2,0.564,4.5,-4,6,10,0.384,22.0,1,5,-5.0,0.693,27.2,0,0.0,0,62.0,2.0,6
2021,2021-09-09,목,09,18:30,NC,두산,창원,NC,0,0,705,5061,0.1393,0,6,0.505,10.0,-1,4,8,0.469,13.5,2,3,0.5,0.693,24.6,0,0.0,0,71.0,1.7,8
2021,2021-09-10,금,09,18:30,키움,KIA,고척,키움,1,0,0,1674,0.0,0,5,0.515,8.5,1,4,9,0.411,18.0,-4,1,0.0,0.7,26.5,0,0.0,0,64.0,3.4,1
2021,2021-09-10,금,09,18:30,삼성,KT,대구,삼성,0,0,2873,7033,0.4085,0,3,0.559,4.0,1,6,1,0.602,0.0,-1,5,-4.5,0.7,25.0,0,0.0,0,61.0,0.7,7
2021,2021-09-10,금,09,18:30,롯데,SSG,사직,롯데,0,0,1550,2364,0.6557,0,8,0.469,13.0,-1,6,4,0.515,8.5,2,7,4.5,0.7,23.2,0,0.0,0.3,70.0,2.7,9
2021,2021-09-10,금,09,18:30,LG,한화,잠실,LG;두산,0,0,0,2472,0.0,0,2,0.568,3.5,1,6,10,0.38,22.0,-1,4,-5.0,0.7,26.5,0,0.0,0,64.0,3.4,1
2021,2021-09-10,금,09,19:00,NC,두산,창원,NC,0,0,966,5061,0.1909,0,6,0.5,10.0,-2,4,7,0.474,12.5,3,4,1.5,0.7,21.2,0,0.0,0.7,79.0,0.5,9
2021,2021-09-11,토,09,17:00,KIA,NC,광주,KIA,0,0,1178,1168,1.0086,1,9,0.407,18.5,-5,1,6,0.495,10.5,-3,4,9.5,0.707,29.5,0,0.0,0,58.0,2.0,3
2021,2021-09-11,토,09,17:00,롯데,키움,사직,롯데,0,0,3031,2364,1.2821,1,8,0.475,12.5,1,7,4,0.519,8.0,2,5,3.5,0.707,27.3,0,0.0,0,68.0,1.6,0
2021,2021-09-11,토,09,17:00,KT,SSG,수원,KT,0,0,0,2000,0.0,0,1,0.602,0.0,-1,5,5,0.51,9.0,-1,6,-9.0,0.707,28.5,0,0.0,0,62.0,2.3,0
2021,2021-09-11,토,09,17:00,두산,LG,잠실,LG;두산,0,0,0,2472,0.0,0,7,0.48,12.0,4,5,2,0.573,3.0,2,6,3.0,0.707,28.0,0,0.0,0,54.0,3.3,0
2021,2021-09-11,토,09,17:00,한화,삼성,한밭,한화,0,0,2428,3900,0.6226,0,10,0.376,22.5,-2,3,3,0.559,4.0,1,6,13.5,0.707,29.5,0,0.0,0,55.0,1.3,0
2021,2021-09-12,일,09,17:00,KIA,NC,광주,KIA,0,0,1170,1168,1.0017,1,9,0.413,18.0,1,2,6,0.49,11.0,-4,3,9.0,0.714,28.2,0,0.0,0,65.0,0.7,9
2021,2021-09-12,일,09,17:00,KIA,NC,광주,KIA,0,0,975,1168,0.8348,0,9,0.413,18.0,1,2,6,0.49,11.0,-4,3,9.0,0.714,28.2,0,0.0,0,65.0,0.7,9
2021,2021-09-12,일,09,17:00,롯데,키움,사직,롯데,0,0,2558,2364,1.0821,1,8,0.47,13.0,-1,6,4,0.524,7.5,3,6,4.0,0.714,26.1,0,0.0,0,63.0,2.5,9
2021,2021-09-12,일,09,17:00,롯데,키움,사직,롯데,0,0,1942,2364,0.8215,0,8,0.47,13.0,-1,6,4,0.524,7.5,3,6,4.0,0.714,26.1,0,0.0,0,63.0,2.5,9
2021,2021-09-12,일,09,17:00,KT,SSG,수원,KT,0,0,0,2000,0.0,0,1,0.602,0.0,-1,4,5,0.51,9.0,-1,5,-9.0,0.714,28.5,0,0.0,0,59.0,2.6,2
2021,2021-09-12,일,09,17:00,KT,SSG,수원,KT,0,0,0,2000,0.0,0,1,0.602,0.0,-1,4,5,0.51,9.0,-1,5,-9.0,0.714,28.5,0,0.0,0,59.0,2.6,2
2021,2021-09-12,일,09,17:00,두산,LG,잠실,LG;두산,0,0,0,2472,0.0,0,7,0.48,12.0,4,5,2,0.573,3.0,2,5,3.0,0.714,29.5,0,0.0,0,44.0,2.0,0
2021,2021-09-12,일,09,17:00,두산,LG,잠실,LG;두산,0,0,0,2472,0.0,0,7,0.48,12.0,4,5,2,0.573,3.0,2,5,3.0,0.714,29.5,0,0.0,0,44.0,2.0,0
2021,2021-09-12,일,09,17:00,한화,삼성,한밭,한화,0,0,1954,3900,0.501,0,10,0.373,23.0,-3,2,3,0.563,3.5,2,6,14.0,0.714,28.8,0,0.0,0,62.0,0.9,7
2021,2021-09-12,일,09,17:00,한화,삼성,한밭,한화,0,0,1400,3900,0.359,0,10,0.373,23.0,-3,2,3,0.563,3.5,2,6,14.0,0.714,28.8,0,0.0,0,62.0,0.9,7
2021,2021-09-14,화,09,18:30,KIA,롯데,광주,KIA,0,0,533,1168,0.4563,0,9,0.404,20.0,-2,1,8,0.471,14.0,1,6,9.0,0.728,23.2,0,0.0,2.5,82.0,4.2,8
2021,2021-09-14,화,09,18:30,삼성,LG,대구,삼성,0,0,2163,7033,0.3076,0,2,0.563,4.5,2,4,3,0.561,5.0,-2,3,-6.5,0.728,23.3,0,0.0,0,63.0,3.3,9
2021,2021-09-14,화,09,18:30,SSG,한화,문학,SSG,0,0,0,2300,0.0,0,5,0.5,11.0,-3,4,10,0.373,24.0,-3,2,0.0,0.728,27.7,0,0.0,0,38.0,2.2,1
2021,2021-09-14,화,09,18:30,두산,KT,잠실,LG;두산,0,0,0,2472,0.0,0,7,0.49,12.0,6,6,1,0.61,0.0,2,5,1.0,0.728,28.4,0,0.0,0,48.0,1.6,1
2021,2021-09-14,화,09,18:30,NC,키움,창원,NC,0,0,516,5061,0.102,0,6,0.5,11.0,2,5,4,0.523,8.5,-1,7,0.0,0.728,23.2,0,0.0,1.3,72.0,2.1,10
2021,2021-09-15,수,09,18:30,KIA,롯데,광주,KIA,0,0,389,1168,0.333,0,9,0.4,21.0,-3,1,8,0.476,14.0,2,6,10.0,0.735,26.8,0,0.0,0,56.0,4.1,0
2021,2021-09-15,수,09,18:30,KIA,롯데,광주,KIA,0,0,618,1168,0.5291,0,9,0.4,21.0,-3,1,8,0.476,14.0,2,6,10.0,0.735,26.8,0,0.0,0,56.0,4.1,0
2021,2021-09-15,수,09,18:30,삼성,LG,대구,삼성,0,0,2214,7033,0.3148,0,2,0.563,5.0,2,3,3,0.561,5.5,-2,2,-6.0,0.735,24.0,0,0.0,0,53.0,5.6,7
2021,2021-09-15,수,09,18:30,SSG,한화,문학,SSG,0,0,0,2300,0.0,0,6,0.495,12.0,-4,3,10,0.379,24.0,1,3,1.0,0.735,26.4,0,0.0,0,38.0,4.9,3
2021,2021-09-15,수,09,18:30,두산,KT,잠실,LG;두산,0,0,0,2472,0.0,0,7,0.485,13.0,-1,6,1,0.614,0.0,3,6,2.0,0.735,25.9,0,0.0,0,49.0,4.4,0
2021,2021-09-15,수,09,18:30,NC,키움,창원,NC,0,0,728,5061,0.1438,0,5,0.505,11.0,3,5,4,0.519,9.5,-2,6,0.0,0.735,24.2,0,0.0,0,52.0,3.3,1
2021,2021-09-16,목,09,18:30,키움,한화,고척,키움,1,0,0,1674,0.0,0,4,0.514,9.5,-3,6,10,0.375,24.0,-1,2,-0.5,0.743,25.4,0,0.0,0,54.0,1.7,9
2021,2021-09-16,목,09,18:30,삼성,KIA,대구,삼성,0,0,1710,7033,0.2431,0,3,0.558,5.0,-1,2,9,0.402,20.5,1,2,-5.0,0.743,23.0,0,0.0,0,72.0,4.3,10
2021,2021-09-16,목,09,18:30,KT,롯데,수원,KT,0,0,0,2000,0.0,0,1,0.608,0.0,-1,5,8,0.476,13.5,-1,6,-10.0,0.743,25.5,0,0.0,0,56.0,2.6,8
2021,2021-09-16,목,09,18:30,두산,SSG,잠실,LG;두산,0,0,0,2472,0.0,0,7,0.49,12.0,1,7,6,0.5,11.0,1,3,2.0,0.743,25.4,0,0.0,0,54.0,1.7,9
2021,2021-09-16,목,09,18:30,NC,LG,창원,NC,0,0,690,5061,0.1363,0,5,0.51,10.0,4,6,2,0.566,4.5,1,3,0.0,0.743,23.6,0,0.0,1.3,65.0,1.8,10
2021,2021-09-17,금,09,18:30,키움,한화,고척,키움,1,0,0,1674,0.0,0,5,0.514,10.0,-3,5,10,0.375,24.5,-1,2,0.0,0.75,26.3,0,0.0,0,50.0,2.3,1
2021,2021-09-17,금,09,18:30,삼성,KIA,대구,삼성,0,0,2570,7033,0.3654,0,3,0.552,6.0,-2,2,9,0.408,20.5,2,3,-4.0,0.75,20.9,0,0.0,4.1,77.0,3.7,10
2021,2021-09-17,금,09,18:30,KT,롯데,수원,KT,0,0,0,2000,0.0,0,1,0.612,0.0,1,5,8,0.472,14.5,-2,5,-10.0,0.75,26.4,0,0.0,0.0,52.0,2.3,3
2021,2021-09-17,금,09,18:30,두산,SSG,잠실,LG;두산,0,0,0,2472,0.0,0,7,0.49,12.5,1,7,6,0.5,11.5,1,3,2.5,0.75,26.3,0,0.0,0,50.0,2.3,1
2021,2021-09-17,금,09,18:30,NC,LG,창원,NC,0,0,850,5061,0.168,0,4,0.515,10.0,5,6,2,0.56,5.5,-1,3,0.0,0.75,21.7,0,0.0,17.1,69.0,1.8,8
2021,2021-09-18,토,09,17:00,키움,두산,고척,키움,1,0,0,1674,0.0,0,5,0.509,10.0,-4,4,7,0.495,11.5,2,7,0.0,0.757,27.6,0,0.0,0,50.0,1.4,3
2021,2021-09-18,토,09,17:00,SSG,삼성,문학,SSG,0,0,0,2300,0.0,0,6,0.495,11.5,-1,3,2,0.557,5.0,1,3,1.5,0.757,26.8,0,0.0,0,47.0,2.9,1
2021,2021-09-18,토,09,17:00,LG,KIA,잠실,LG;두산,0,0,0,2472,0.0,0,3,0.554,5.5,-2,3,9,0.404,20.5,-1,3,-4.5,0.757,27.6,0,0.0,0,50.0,1.4,3
2021,2021-09-18,토,09,17:00,NC,KT,창원,NC,0,0,2208,5061,0.4363,0,4,0.52,9.0,6,6,1,0.606,0.0,-1,4,-1.0,0.757,24.5,0,0.0,0,67.0,1.4,9
2021,2021-09-18,토,09,17:00,한화,롯데,한밭,한화,0,0,2112,3900,0.5415,0,10,0.381,23.5,1,3,8,0.477,13.5,1,5,13.5,0.757,26.8,0,0.0,0,59.0,1.9,0
2021,2021-09-19,일,09,14:00,키움,두산,고척,키움,1,0,0,1674,0.0,0,5,0.509,10.5,-4,4,6,0.495,12.0,2,6,0.0,0.764,26.8,0,0.0,0,57.0,2.1,9
2021,2021-09-19,일,09,14:00,SSG,삼성,문학,SSG,0,0,0,2300,0.0,0,7,0.491,12.5,-2,2,2,0.561,5.0,2,4,2.0,0.764,26.3,0,0.0,0,53.0,2.4,8
2021,2021-09-19,일,09,14:00,LG,KIA,잠실,LG;두산,0,0,0,2472,0.0,0,3,0.549,6.5,-3,3,9,0.41,20.5,1,4,-4.0,0.764,26.8,0,0.0,0,57.0,2.1,9
2021,2021-09-19,일,09,14:00,NC,KT,창원,NC,0,0,2286,5061,0.4517,0,4,0.515,10.0,-1,6,1,0.61,0.0,1,5,-0.5,0.764,27.2,0,0.0,0,47.0,2.8,5
2021,2021-09-19,일,09,14:00,한화,롯데,한밭,한화,0,0,2307,3900,0.5915,0,10,0.387,23.5,2,3,8,0.472,14.5,-1,5,13.0,0.764,26.8,0,0.0,0,57.0,0.9,4
2021,2021-09-21,화,09,14:00,KIA,KT,광주,KIA,0,0,1484,1168,1.2705,1,9,0.406,21.5,-1,4,1,0.613,0.0,2,6,10.0,0.771,25.5,0,0.0,32.0,88.0,3.4,8
2021,2021-09-21,화,09,14:00,SSG,키움,문학,SSG,0,0,0,2300,0.0,0,7,0.491,13.0,-2,1,5,0.505,11.5,-5,3,1.5,0.771,24.7,0,0.0,37.0,58.0,4.2,3
2021,2021-09-21,화,09,14:00,롯데,삼성,사직,롯데,0,0,2333,2364,0.9869,1,8,0.477,14.5,1,5,2,0.561,5.5,2,3,3.0,0.771,23.0,0.1,1.3,6.7,96.0,7.0,10
2021,2021-09-21,화,09,14:00,두산,NC,잠실,LG;두산,0,0,0,2472,0.0,0,6,0.5,12.0,3,6,4,0.51,11.0,-2,6,0.5,0.771,25.2,0,0.0,41.6,68.0,4.1,6
2021,2021-09-21,화,09,14:00,한화,LG,한밭,한화,0,0,2187,3900,0.5608,0,10,0.383,24.5,-1,3,3,0.553,6.5,1,3,13.0,0.771,24.4,0.0,0.0,34.3,82.0,2.1,9
2021,2021-09-22,수,09,14:00,KIA,KT,광주,KIA,0,0,1437,1168,1.2303,1,9,0.402,22.5,-2,3,1,0.617,0.0,3,7,10.5,0.778,27.4,0,0.0,1.5,68.0,1.4,0
2021,2021-09-22,수,09,14:00,SSG,키움,문학,SSG,0,0,0,2300,0.0,0,7,0.495,13.0,1,2,6,0.5,12.5,-6,2,1.0,0.778,22.6,0.0,0.0,7.0,68.0,4.9,8
2021,2021-09-22,수,09,14:00,롯데,삼성,사직,롯데,0,0,5058,2364,2.1396,1,8,0.473,15.5,-1,5,2,0.565,5.5,3,4,3.5,0.778,,,0.0,,,,
2021,2021-09-22,수,09,14:00,두산,NC,잠실,LG;두산,0,0,0,2472,0.0,0,4,0.505,12.0,4,6,5,0.505,12.0,-3,6,0.0,0.778,23.8,0.0,0.0,4.5,64.0,4.0,6
2021,2021-09-22,수,09,14:00,한화,LG,한밭,한화,0,0,2585,3900,0.6628,0,10,0.389,24.5,1,4,3,0.548,7.5,-1,2,12.5,0.778,27.4,0,0.0,10.2,57.0,2.2,2
2021,2021-09-23,목,09,18:30,키움,NC,고척,키움,1,0,0,1674,0.0,0,5,0.5,12.0,-6,1,6,0.5,12.0,-4,6,0.0,0.785,23.8,0,0.0,0,54.0,2.5,5
2021,2021-09-23,목,09,18:30,KIA,두산,광주,KIA,0,0,840,1168,0.7192,0,9,0.408,21.5,1,4,4,0.509,11.0,5,7,9.5,0.785,23.3,0,0.0,0,53.0,1.2,7
2021,2021-09-23,목,09,18:30,SSG,롯데,문학,SSG,0,0,0,2300,0.0,0,7,0.495,12.5,1,2,8,0.477,14.5,1,6,0.5,0.785,23.3,0,0.0,0,55.0,4.2,3
2021,2021-09-23,목,09,18:30,KT,한화,수원,KT,0,0,0,2000,0.0,0,1,0.611,0.0,-1,7,10,0.385,24.5,-1,4,-12.0,0.785,22.7,0,0.0,0,63.0,3.5,4
2021,2021-09-23,목,09,18:30,LG,삼성,잠실,LG;두산,0,0,0,2472,0.0,0,3,0.552,6.5,1,3,2,0.56,5.5,-1,3,-5.5,0.785,23.8,0,0.0,0,54.0,2.5,5
2021,2021-09-24,금,09,18:30,키움,NC,고척,키움,1,0,0,1674,0.0,0,5,0.504,12.0,1,1,7,0.495,13.0,-5,5,0.0,0.792,25.4,0,0.0,0,55.0,1.9,1
2021,2021-09-24,금,09,18:30,KIA,두산,광주,KIA,0,0,883,1168,0.756,0,9,0.404,22.5,-1,4,4,0.514,11.0,6,7,10.5,0.792,23.5,0,0.0,0,66.0,1.7,4
2021,2021-09-24,금,09,18:30,SSG,롯데,문학,SSG,0,0,0,2300,0.0,0,6,0.5,12.5,2,3,8,0.473,15.5,-1,5,0.5,0.792,24.9,0,0.0,0,47.0,2.4,1
2021,2021-09-24,금,09,18:30,SSG,롯데,문학,SSG,0,0,0,2300,0.0,0,6,0.5,12.5,2,3,8,0.473,15.5,-1,5,0.5,0.792,24.9,0,0.0,0,47.0,2.4,1
2021,2021-09-24,금,09,18:30,KT,한화,수원,KT,0,0,0,2000,0.0,0,1,0.615,0.0,1,7,10,0.382,25.5,-2,4,-12.0,0.792,25.3,0,0.0,0,53.0,2.3,1
2021,2021-09-24,금,09,18:30,LG,삼성,잠실,LG;두산,0,0,0,2472,0.0,0,3,0.547,7.5,-1,3,2,0.564,5.5,1,4,-4.5,0.792,25.4,0,0.0,0,55.0,1.9,1
2021,2021-09-25,토,09,17:00,키움,롯데,고척,키움,1,0,0,1674,0.0,0,5,0.509,11.0,2,2,8,0.469,15.5,-2,3,0.0,0.8,23.0,0,0.0,0,69.0,2.1,9
2021,2021-09-25,토,09,17:00,KIA,SSG,광주,KIA,0,0,1925,1168,1.6481,1,9,0.4,22.5,-2,4,6,0.505,11.5,3,4,11.5,0.8,24.9,0,0.0,0,70.0,1.6,8
2021,2021-09-25,토,09,17:00,삼성,NC,대구,삼성,0,0,6428,7033,0.914,0,2,0.559,5.5,-1,4,7,0.491,13.0,-6,4,-5.5,0.8,22.7,0,0.0,1.2,67.0,4.4,10
2021,2021-09-25,토,09,17:00,KT,LG,수원,KT,0,0,0,2000,0.0,0,1,0.609,0.0,-1,6,3,0.551,6.5,1,4,-11.0,0.8,23.6,0,0.0,0.0,65.0,2.0,10
2021,2021-09-25,토,09,17:00,두산,한화,잠실,LG;두산,0,0,0,2472,0.0,0,4,0.519,10.0,7,7,10,0.387,24.5,1,5,-1.0,0.8,23.0,0,0.0,0,69.0,2.1,9
2021,2021-09-26,일,09,14:00,키움,롯데,고척,키움,1,0,0,1674,0.0,0,5,0.504,11.5,-1,2,8,0.474,15.0,1,4,0.0,0.807,26.5,0,0.0,0,51.0,2.0,7
2021,2021-09-26,일,09,14:00,KIA,SSG,광주,KIA,0,0,1809,1168,1.5488,1,9,0.406,22.0,1,5,6,0.5,12.0,-1,3,10.5,0.807,25.9,0,0.0,0.0,62.0,0.7,9
2021,2021-09-26,일,09,14:00,삼성,NC,대구,삼성,0,0,5739,7033,0.816,0,2,0.562,5.0,1,5,7,0.486,13.5,-7,3,-6.5,0.807,23.8,0,0.0,0,57.0,3.7,9
2021,2021-09-26,일,09,14:00,KT,LG,수원,KT,0,0,0,2000,0.0,0,1,0.609,0.0,-1,5,3,0.551,6.5,1,4,-11.5,0.807,26.2,0,0.0,0,54.0,3.4,6
2021,2021-09-26,일,09,14:00,두산,한화,잠실,LG;두산,0,0,0,2472,0.0,0,4,0.514,10.5,-1,7,10,0.393,24.0,2,5,-1.0,0.807,26.5,0,0.0,0,51.0,2.0,7
2021,2021-09-28,화,09,18:30,삼성,SSG,대구,삼성,0,0,2389,7033,0.3397,0,2,0.566,4.0,2,6,6,0.495,12.0,-2,3,-6.5,0.814,23.1,0,0.0,0,73.0,3.0,10
2021,2021-09-28,화,09,18:30,KT,두산,수원,KT,0,0,0,2000,0.0,0,1,0.604,0.0,-2,5,4,0.518,9.5,1,7,-10.5,0.814,22.6,0.0,0.2,0.3,71.0,0.5,10
2021,2021-09-28,화,09,18:30,LG,롯데,잠실,LG;두산,0,0,0,2472,0.0,0,3,0.556,5.5,2,4,8,0.47,15.0,-1,4,-5.0,0.814,22.9,0.0,0.0,0.0,68.0,1.6,10
2021,2021-09-28,화,09,18:30,NC,KIA,창원,NC,0,0,893,5061,0.1764,0,7,0.482,13.5,-8,2,9,0.411,21.0,2,5,3.0,0.814,23.0,0,0.0,0.0,76.0,0.5,9
2021,2021-09-28,화,09,18:30,한화,키움,한밭,한화,0,0,919,3900,0.2356,0,10,0.389,24.0,-1,5,5,0.509,10.5,1,3,13.5,0.814,22.6,0.1,0.3,0.1,88.0,1.2,10
2021,2021-09-29,수,09,18:30,KT,두산,수원,KT,0,0,0,2000,0.0,0,1,0.607,0.0,1,5,4,0.514,10.5,-1,7,-11.0,0.821,20.3,0.2,0.2,11.4,94.0,0.9,10
2021,2021-09-29,수,09,18:30,NC,KIA,창원,NC,0,0,447,5061,0.0883,0,7,0.486,13.5,1,2,9,0.407,22.0,-1,4,2.5,0.821,24.0,1.6,26.7,2.1,89.0,0.8,10
2021,2021-09-30,목,09,18:30,KIA,키움,광주,KIA,0,0,543,1168,0.4649,0,9,0.404,22.0,-2,4,5,0.509,10.5,1,3,11.5,0.824,26.3,0,0.0,2.0,57.0,0.8,0
2021,2021-09-30,목,09,18:30,삼성,한화,대구,삼성,0,0,2676,7033,0.3805,0,2,0.561,4.5,-1,6,10,0.389,24.0,-1,5,-6.0,0.824,24.0,0,0.0,7.6,60.0,4.0,1
2021,2021-09-30,목,09,18:30,롯데,KT,사직,롯데,0,0,1151,2364,0.4869,0,8,0.466,15.5,-2,3,1,0.602,0.0,-1,5,5.0,0.824,23.1,0,0.0,36.7,78.0,3.9,2
2021,2021-09-30,목,09,18:30,LG,두산,잠실,LG;두산,0,0,0,2472,0.0,0,3,0.56,5.0,3,5,4,0.518,9.5,1,7,-5.5,0.824,24.2,0,0.0,0,70.0,2.3,0
2021,2021-09-30,목,09,18:30,NC,SSG,창원,NC,0,0,796,5061,0.1573,0,7,0.491,12.5,2,2,6,0.5,11.5,1,4,2.0,0.824,22.3,0,0.0,4.0,81.0,0.6,1
2021,2021-10-01,금,10,18:30,KIA,키움,광주,KIA,0,0,855,1168,0.732,0,9,0.4,22.0,-3,3,5,0.513,9.5,2,4,12.5,0.831,25.5,0,0.0,0,72.0,0.7,0
2021,2021-10-01,금,10,18:30,삼성,한화,대구,삼성,0,0,5966,7033,0.8483,0,2,0.565,3.5,1,6,10,0.386,24.0,-2,4,-6.0,0.831,26.2,0,0.0,0,55.0,2.1,0
2021,2021-10-01,금,10,18:30,롯데,KT,사직,롯데,0,0,930,2364,0.3934,0,8,0.47,14.5,1,4,1,0.596,0.0,-2,4,5.0,0.831,23.1,0,0.0,0,74.0,2.2,0
2021,2021-10-01,금,10,18:30,롯데,KT,사직,롯데,0,0,1340,2364,0.5668,0,8,0.47,14.5,1,4,1,0.596,0.0,-2,4,5.0,0.831,23.1,0,0.0,0,74.0,2.2,0
2021,2021-10-01,금,10,18:30,LG,두산,잠실,LG;두산,0,0,0,2472,0.0,0,3,0.564,4.0,4,6,4,0.513,9.5,-1,7,-5.5,0.831,23.9,0,0.0,0,59.0,3.2,0
2021,2021-10-01,금,10,19:00,NC,SSG,창원,NC,0,0,1374,5061,0.2715,0,7,0.496,11.5,3,3,6,0.496,11.5,-1,4,2.0,0.831,21.0,0,0.0,0,82.0,0.6,1
2021,2021-10-02,토,10,17:00,키움,LG,고척,키움,1,0,0,1674,0.0,0,5,0.508,9.0,-1,4,3,0.559,3.5,-1,6,0.0,0.839,25.2,0,0.0,0,55.0,3.1,1
2021,2021-10-02,토,10,17:00,KIA,한화,광주,KIA,0,0,1891,1168,1.619,1,9,0.405,20.5,1,4,10,0.391,22.5,1,4,11.5,0.839,28.0,0,0.0,0,52.0,0.9,0
2021,2021-10-02,토,10,17:00,SSG,KT,문학,SSG,0,0,0,2300,0.0,0,6,0.496,10.5,-1,4,1,0.586,0.0,-4,2,1.5,0.839,24.0,0,0.0,0,56.0,1.8,2
2021,2021-10-02,토,10,17:00,롯데,NC,사직,롯데,0,0,3771,2364,1.5952,1,8,0.479,12.5,3,5,7,0.496,10.5,3,3,3.5,0.839,25.1,0,0.0,0,74.0,4.5,0
2021,2021-10-02,토,10,17:00,두산,삼성,잠실,LG;두산,0,0,0,2472,0.0,0,4,0.518,8.0,1,7,2,0.56,3.0,-1,5,-1.0,0.839,25.2,0,0.0,0,55.0,3.1,1
2021,2021-10-03,일,10,14:00,키움,LG,고척,키움,1,0,0,1674,0.0,0,5,0.504,9.5,-2,4,2,0.562,3.0,1,6,0.0,0.846,28.6,0,0.0,0,47.0,2.7,6
2021,2021-10-03,일,10,14:00,KIA,한화,광주,KIA,0,0,1810,1168,1.5497,1,9,0.405,20.5,1,4,10,0.391,22.5,1,4,11.0,0.846,29.3,0,0.0,0,50.0,3.4,7
2021,2021-10-03,일,10,14:00,SSG,KT,문학,SSG,0,0,0,2300,0.0,0,6,0.496,10.5,-1,3,1,0.586,0.0,-4,2,1.0,0.846,26.6,0,0.0,0,51.0,3.5,8
2021,2021-10-03,일,10,14:00,롯데,NC,사직,롯데,0,0,3986,2364,1.6861,1,8,0.479,12.5,3,4,7,0.496,10.5,3,3,3.0,0.846,27.2,0,0.0,0,65.0,3.0,0
2021,2021-10-03,일,10,14:00,두산,삼성,잠실,LG;두산,0,0,0,2472,0.0,0,4,0.522,7.5,2,7,3,0.556,3.5,-2,5,-2.0,0.846,28.6,0,0.0,0,47.0,2.7,6
2021,2021-10-05,화,10,18:30,키움,삼성,고척,키움,1,0,0,1674,0.0,0,5,0.504,10.0,-2,4,3,0.559,3.5,1,5,0.0,0.853,23.5,0.0,0.0,0.0,84.0,2.0,10
2021,2021-10-05,화,10,18:30,롯데,KIA,사직,롯데,0,0,1867,2364,0.7898,0,8,0.483,12.5,4,5,9,0.411,20.5,2,4,2.5,0.853,24.9,0,0.0,0,80.0,3.0,1
2021,2021-10-05,화,10,18:30,KT,NC,수원,KT,0,0,0,2000,0.0,0,1,0.59,0.0,1,2,7,0.491,11.5,-1,3,-10.0,0.853,25.2,0,0.0,0,73.0,2.3,10
2021,2021-10-05,화,10,18:30,LG,SSG,잠실,LG;두산,0,0,0,2472,0.0,0,2,0.562,3.5,1,6,6,0.491,11.5,-2,3,-6.5,0.853,23.5,0.0,0.0,0.0,84.0,2.0,10
2021,2021-10-05,화,10,18:30,한화,두산,한밭,한화,0,0,1033,3900,0.2649,0,10,0.388,23.5,-1,3,4,0.517,8.5,-1,6,13.5,0.853,25.5,0,0.0,0,67.0,1.5,6
2021,2021-10-06,수,10,18:30,키움,삼성,고척,키움,1,0,0,1674,0.0,0,5,0.508,9.5,1,5,3,0.555,4.0,-1,5,0.0,0.86,19.2,0,0.0,6.4,87.0,3.4,5
2021,2021-10-06,수,10,18:30,롯데,KIA,사직,롯데,0,0,3885,2364,1.6434,1,8,0.488,12.0,5,6,9,0.407,21.0,-1,4,2.5,0.86,23.4,0,0.0,0,84.0,2.4,4
2021,2021-10-06,수,10,18:30,KT,NC,수원,KT,0,0,0,2000,0.0,0,1,0.59,0.0,1,2,7,0.491,11.5,-1,3,-9.5,0.86,21.9,0,0.0,0.8,78.0,3.3,1
