date,stadium,home,away,home_rank,home_wpct,home_gb,home_streak,home_last10,home_games,away_rank,away_wpct,away_gb,away_streak,away_last10,away_games,gb_from_playoff_line,season_progress
2022-05-25,대구,삼성,KIA,5,0.523,7.5,-1,6,44,4,0.545,6.5,2,7,44,0.0,0.308
2022-05-25,문학,SSG,롯데,1,0.698,0.0,2,6,45,6,0.512,8.0,-1,4,44,-7.5,0.308
2022-05-25,잠실,LG,키움,2,0.578,5.0,-2,5,45,3,0.556,6.0,1,8,45,-2.5,0.308
2022-05-25,창원,NC,KT,10,0.333,16.0,1,5,45,8,0.432,11.5,-2,3,44,8.5,0.308
2022-05-25,한밭,한화,두산,9,0.333,16.0,2,4,45,7,0.5,8.5,-2,2,43,8.5,0.308
2022-05-26,대구,삼성,KIA,5,0.511,8.5,-2,5,45,4,0.556,6.5,3,7,45,0.0,0.315
2022-05-26,문학,SSG,롯데,1,0.705,0.0,3,7,46,6,0.5,9.0,-2,3,45,-8.5,0.315
2022-05-26,잠실,LG,키움,3,0.565,6.0,-3,5,46,2,0.565,6.0,2,8,46,-2.5,0.315
2022-05-26,창원,NC,KT,10,0.326,17.0,-1,4,46,8,0.444,11.5,1,4,45,8.5,0.315
2022-05-26,한밭,한화,두산,9,0.348,16.0,3,5,46,7,0.488,9.5,-3,1,44,7.5,0.315
2022-05-27,광주,KIA,SSG,3,0.565,6.5,4,8,46,1,0.711,0.0,4,7,47,-3.0,0.322
2022-05-27,사직,롯데,키움,7,0.489,10.0,-3,2,46,2,0.574,6.0,3,8,47,0.5,0.322
2022-05-27,수원,KT,한화,8,0.457,11.5,2,5,46,9,0.34,17.0,-1,5,47,2.0,0.322
2022-05-27,잠실,LG,삼성,4,0.553,7.0,-4,4,47,5,0.5,9.5,-3,4,46,-2.5,0.322
2022-05-27,창원,NC,두산,10,0.319,18.0,-2,4,47,6,0.5,9.5,1,2,45,8.5,0.322
2022-05-28,광주,KIA,SSG,4,0.553,7.5,-1,8,47,1,0.717,0.0,5,8,48,-2.0,0.329
2022-05-28,사직,롯데,키움,7,0.478,11.0,-4,2,47,2,0.583,6.0,4,8,48,1.5,0.329
2022-05-28,수원,KT,한화,8,0.447,12.5,-1,5,47,9,0.354,17.0,1,5,48,3.0,0.329
2022-05-28,잠실,LG,삼성,3,0.562,7.0,1,4,48,6,0.489,10.5,-4,3,47,-2.5,0.329
2022-05-28,창원,NC,두산,10,0.312,19.0,-3,3,48,5,0.511,9.5,2,3,46,9.5,0.329
2022-05-29,광주,KIA,SSG,4,0.562,6.5,1,8,48,1,0.702,0.0,-1,8,49,-3.0,0.336
2022-05-29,사직,롯데,키움,7,0.468,11.0,-5,2,48,2,0.592,5.0,5,8,49,1.5,0.336
2022-05-29,수원,KT,한화,8,0.438,12.5,-2,4,48,9,0.367,16.0,2,5,49,3.0,0.336
2022-05-29,잠실,LG,삼성,3,0.571,6.0,2,5,49,6,0.479,10.5,-5,3,48,-3.5,0.336
2022-05-29,창원,NC,두산,10,0.327,18.0,1,4,49,5,0.5,9.5,-1,3,47,8.5,0.336
2022-05-31,고척,키움,삼성,2,0.6,5.0,6,9,50,6,0.49,10.5,1,3,49,-4.5,0.343
2022-05-31,문학,SSG,KT,1,0.708,0.0,1,8,50,8,0.429,13.5,-3,4,49,-9.5,0.343
2022-05-31,사직,롯데,LG,7,0.458,12.0,-6,2,49,3,0.56,7.0,-1,4,50,2.5,0.343
2022-05-31,잠실,두산,KIA,5,0.511,9.5,1,4,48,4,0.551,7.5,-1,7,49,0.0,0.343
2022-05-31,한밭,한화,NC,9,0.38,16.0,3,6,50,10,0.32,19.0,-1,3,50,6.5,0.343
2022-06-01,고척,키움,삼성,2,0.608,4.0,7,9,51,6,0.48,10.5,-1,2,50,-5.5,0.35
2022-06-01,문학,SSG,KT,1,0.694,0.0,-1,7,51,8,0.44,12.5,1,5,50,-9.5,0.35
2022-06-01,사직,롯데,LG,7,0.469,11.0,1,3,50,4,0.549,7.0,-2,3,51,1.5,0.35
2022-06-01,잠실,두산,KIA,5,0.5,9.5,-1,4,49,3,0.56,6.5,1,7,50,0.0,0.35
2022-06-01,한밭,한화,NC,9,0.373,16.0,-1,6,51,10,0.333,18.0,1,4,51,6.5,0.35
2022-06-02,고척,키움,삼성,2,0.596,5.0,-1,8,52,5,0.49,10.5,1,3,51,-5.5,0.357
2022-06-02,문학,SSG,KT,1,0.7,0.0,1,7,52,8,0.431,13.5,-1,4,51,-10.5,0.357
2022-06-02,사직,롯데,LG,7,0.46,12.0,-1,2,51,4,0.558,7.0,1,4,52,1.5,0.357
2022-06-02,잠실,두산,KIA,6,0.49,10.5,-2,4,50,3,0.569,6.5,2,7,51,0.0,0.357
2022-06-02,한밭,한화,NC,9,0.385,16.0,1,7,52,10,0.327,19.0,-1,4,52,5.5,0.357
2022-06-03,대구,삼성,두산,5,0.481,10.5,-1,3,52,6,0.48,10.5,-3,3,51,0.0,0.364
2022-06-03,수원,KT,KIA,8,0.442,12.5,1,4,52,3,0.577,5.5,3,8,52,2.0,0.364
2022-06-03,잠실,LG,SSG,4,0.558,6.5,1,3,53,1,0.686,0.0,-1,7,53,-4.0,0.364
2022-06-03,창원,NC,롯데,10,0.34,18.0,1,4,53,7,0.46,11.5,-1,2,52,7.5,0.364
2022-06-03,한밭,한화,키움,9,0.377,16.0,-1,7,53,2,0.604,4.0,1,8,53,5.5,0.364
2022-06-04,대구,삼성,두산,5,0.491,9.5,1,3,53,6,0.471,10.5,-4,3,52,0.0,0.371
2022-06-04,수원,KT,KIA,7,0.453,11.5,2,5,53,3,0.566,5.5,-1,7,53,2.0,0.371
2022-06-04,잠실,LG,SSG,4,0.566,5.5,2,4,54,1,0.673,0.0,-2,6,54,-4.0,0.371
2022-06-04,창원,NC,롯데,10,0.352,17.0,2,5,54,8,0.451,11.5,-2,1,53,7.5,0.371
2022-06-04,한밭,한화,키움,9,0.389,15.0,1,7,54,2,0.593,4.0,-1,8,54,5.5,0.371
2022-06-05,대구,삼성,두산,5,0.481,9.5,-1,3,54,6,0.481,9.5,1,4,53,0.0,0.378
2022-06-05,수원,KT,KIA,7,0.463,10.5,3,6,54,4,0.556,5.5,-2,6,54,1.0,0.378
2022-06-05,잠실,LG,SSG,3,0.574,4.5,3,5,55,1,0.66,0.0,-3,5,55,-5.0,0.378
2022-06-05,창원,NC,롯데,10,0.345,17.0,-1,4,55,8,0.462,10.5,1,2,54,7.5,0.378
2022-06-05,한밭,한화,키움,9,0.382,15.0,-1,6,55,2,0.6,3.0,1,8,55,5.5,0.378
2022-06-07,고척,키움,KT,2,0.6,3.5,1,8,55,7,0.463,11.0,3,5,55,-6.5,0.381
2022-06-07,광주,KIA,LG,4,0.556,6.0,-2,5,55,3,0.564,5.5,-1,5,56,-4.0,0.381
2022-06-07,사직,롯데,삼성,8,0.462,11.0,1,2,54,5,0.481,10.0,-1,3,54,1.0,0.381
2022-06-07,잠실,두산,한화,6,0.481,10.0,1,4,53,9,0.382,15.5,-1,6,55,0.0,0.381
2022-06-07,창원,NC,SSG,10,0.345,17.5,-1,4,55,1,0.667,0.0,1,5,56,7.5,0.381
2022-06-08,고척,키움,KT,2,0.607,2.5,2,8,56,7,0.455,11.0,-1,4,56,-6.5,0.386
2022-06-08,광주,KIA,LG,4,0.556,5.5,-2,5,55,3,0.564,5.0,-1,5,56,-3.5,0.386
2022-06-08,사직,롯데,삼성,8,0.453,11.0,-1,2,55,5,0.491,9.0,1,4,55,2.0,0.386
2022-06-08,잠실,두산,한화,6,0.491,9.0,2,5,54,9,0.375,15.5,-2,5,56,0.0,0.386
2022-06-08,창원,NC,SSG,10,0.357,16.5,1,5,56,1,0.655,0.0,-1,4,57,7.5,0.386
2022-06-09,고척,키움,KT,2,0.607,2.5,2,7,57,7,0.455,11.0,-1,4,57,-6.0,0.393
2022-06-09,광주,KIA,LG,4,0.545,6.0,-3,4,56,3,0.571,4.5,1,6,57,-2.5,0.393
2022-06-09,사직,롯데,삼성,8,0.444,11.5,-2,2,56,5,0.5,8.5,2,5,56,3.0,0.393
2022-06-09,잠실,두산,한화,6,0.481,9.5,-1,4,55,9,0.386,15.0,1,6,57,1.0,0.393
2022-06-09,창원,NC,SSG,10,0.357,16.5,1,5,57,1,0.655,0.0,-1,3,58,8.0,0.393
2022-06-10,광주,KIA,키움,4,0.554,5.0,1,5,57,2,0.596,2.5,-1,6,58,-3.5,0.4
2022-06-10,대구,삼성,NC,5,0.491,8.5,-1,5,57,10,0.368,15.5,2,6,58,0.0,0.4
2022-06-10,문학,SSG,한화,1,0.643,0.0,-2,3,59,9,0.379,15.0,-1,5,58,-8.5,0.4
2022-06-10,사직,롯데,KT,8,0.455,10.5,1,3,57,7,0.464,10.0,1,5,58,2.0,0.4
2022-06-10,잠실,LG,두산,3,0.561,4.5,-1,5,58,6,0.491,8.5,1,4,56,-4.0,0.4
2022-06-11,광주,KIA,키움,4,0.544,6.0,-1,4,58,2,0.603,2.5,1,6,59,-3.5,0.407
2022-06-11,대구,삼성,NC,5,0.483,9.5,-2,5,58,9,0.379,15.5,3,6,59,0.0,0.407
2022-06-11,문학,SSG,한화,1,0.649,0.0,1,3,60,10,0.373,16.0,-2,4,59,-9.5,0.407
2022-06-11,사직,롯데,KT,8,0.446,11.5,-1,3,58,7,0.474,10.0,2,6,59,2.0,0.407
2022-06-11,잠실,LG,두산,3,0.569,4.5,1,5,59,6,0.482,9.5,-1,4,57,-5.0,0.407
2022-06-12,광주,KIA,키움,4,0.552,6.0,1,5,59,2,0.593,3.5,-1,5,60,-3.5,0.414
2022-06-12,대구,삼성,NC,7,0.475,10.5,-3,4,59,9,0.39,15.5,4,7,60,1.0,0.414
2022-06-12,문학,SSG,한화,1,0.655,0.0,2,4,61,10,0.367,17.0,-3,3,60,-9.5,0.414
2022-06-12,사직,롯데,KT,8,0.439,12.5,-2,3,59,6,0.483,10.0,3,6,60,3.0,0.414
2022-06-12,잠실,LG,두산,3,0.559,5.5,-1,5,60,5,0.491,9.5,1,4,58,-4.0,0.414
2022-06-14,고척,키움,두산,2,0.6,3.5,1,5,61,6,0.483,10.5,-1,4,59,-7.0,0.421
2022-06-14,수원,KT,SSG,7,0.475,11.0,-1,6,61,1,0.661,0.0,3,4,62,0.5,0.421
2022-06-14,잠실,LG,삼성,3,0.567,5.5,1,6,61,5,0.483,10.5,1,5,60,-5.0,0.421
2022-06-14,창원,NC,KIA,9,0.383,16.5,-1,6,61,4,0.542,7.0,-1,4,60,6.0,0.421
2022-06-14,한밭,한화,롯데,10,0.361,18.0,-4,3,61,8,0.448,12.5,1,3,60,7.5,0.421
2022-06-15,고척,키움,두산,2,0.607,2.5,2,6,62,7,0.475,10.5,-2,4,60,-7.5,0.425
2022-06-15,수원,KT,SSG,5,0.483,10.0,1,6,62,1,0.65,0.0,-1,4,63,0.0,0.425
2022-06-15,잠실,LG,삼성,3,0.574,4.5,2,6,62,6,0.475,10.5,-1,4,61,-5.5,0.425
2022-06-15,창원,NC,KIA,9,0.383,16.0,-1,6,61,4,0.542,6.5,-1,4,60,6.0,0.425
2022-06-15,한밭,한화,롯데,10,0.361,17.5,-4,3,61,8,0.448,12.0,1,3,60,7.5,0.425
2022-06-16,고척,키움,두산,2,0.597,2.5,-1,5,63,7,0.483,9.5,1,5,61,-6.5,0.432
2022-06-16,수원,KT,SSG,5,0.492,9.0,2,6,63,1,0.639,0.0,-2,4,64,0.0,0.432
2022-06-16,잠실,LG,삼성,3,0.565,4.5,-1,6,63,6,0.484,9.5,1,5,62,-4.5,0.432
2022-06-16,창원,NC,KIA,9,0.393,15.0,1,7,62,4,0.533,6.5,-2,3,61,6.0,0.432
2022-06-16,한밭,한화,롯데,10,0.355,17.5,-5,2,62,8,0.458,11.0,2,4,61,8.5,0.432
2022-06-17,고척,키움,LG,2,0.603,2.5,1,6,64,3,0.571,4.5,1,6,64,-7.5,0.439
2022-06-17,광주,KIA,삼성,4,0.541,6.5,1,3,62,6,0.476,10.5,-1,4,63,-3.5,0.439
2022-06-17,사직,롯데,SSG,8,0.467,11.0,3,5,62,1,0.645,0.0,1,5,65,1.0,0.439
2022-06-17,잠실,두산,KT,7,0.475,10.5,-1,5,62,5,0.484,10.0,-1,5,64,0.5,0.439
2022-06-17,창원,NC,한화,9,0.387,16.0,-1,6,63,10,0.349,18.5,-6,2,63,6.0,0.439
2022-06-18,고척,키움,LG,2,0.594,3.5,-1,5,65,3,0.578,4.5,2,6,65,-6.5,0.446
2022-06-18,광주,KIA,삼성,4,0.548,6.5,2,4,63,6,0.469,11.5,-2,4,64,-3.5,0.446
2022-06-18,사직,롯데,SSG,8,0.459,12.0,-1,5,63,1,0.651,0.0,2,5,66,2.0,0.446
2022-06-18,잠실,두산,KT,7,0.468,11.5,-2,4,63,5,0.492,10.0,1,6,65,1.5,0.446
2022-06-18,창원,NC,한화,9,0.387,16.5,-1,5,64,10,0.349,19.0,-6,1,64,6.5,0.446
2022-06-19,고척,키움,LG,2,0.6,3.5,1,5,66,3,0.569,5.5,-1,6,66,-7.5,0.453
2022-06-19,광주,KIA,삼성,4,0.54,7.5,-1,4,64,6,0.477,11.5,1,4,65,-3.5,0.453
2022-06-19,사직,롯데,SSG,8,0.452,13.0,-2,4,64,1,0.656,0.0,3,6,67,2.0,0.453
2022-06-19,잠실,두산,KT,7,0.476,11.5,1,4,64,5,0.484,11.0,-1,6,66,0.5,0.453
2022-06-19,창원,NC,한화,9,0.397,16.5,1,6,65,10,0.344,20.0,-7,1,65,5.5,0.453
2022-06-21,광주,KIA,롯데,4,0.531,7.5,-2,4,65,8,0.46,12.0,1,5,65,-2.5,0.46
2022-06-21,대구,삼성,키움,6,0.485,10.5,2,4,66,2,0.591,3.5,-1,5,67,0.5,0.46
2022-06-21,문학,SSG,두산,1,0.646,0.0,-1,6,68,7,0.469,11.5,-1,4,65,-10.0,0.46
2022-06-21,수원,KT,NC,5,0.492,10.0,1,7,67,9,0.406,15.5,2,6,66,0.0,0.46
2022-06-21,잠실,LG,한화,3,0.576,4.5,1,6,67,10,0.338,20.0,-8,1,66,-5.5,0.46
2022-06-22,광주,KIA,롯데,4,0.538,6.5,1,5,66,8,0.453,12.0,-1,5,66,-2.5,0.467
2022-06-22,대구,삼성,키움,6,0.478,10.5,-1,4,67,2,0.597,2.5,1,6,68,1.5,0.467
2022-06-22,문학,SSG,두산,1,0.636,0.0,-2,6,69,7,0.477,10.5,1,4,66,-9.0,0.467
2022-06-22,수원,KT,NC,5,0.5,9.0,2,7,68,9,0.4,15.5,-1,6,67,0.0,0.467
2022-06-22,잠실,LG,한화,3,0.582,3.5,2,7,68,10,0.333,20.0,-9,0,67,-5.5,0.467
2022-06-23,광주,KIA,롯데,4,0.53,7.5,-1,4,67,8,0.462,12.0,1,5,67,-2.5,0.474
2022-06-23,대구,삼성,키움,6,0.471,11.5,-2,4,68,2,0.603,2.5,2,6,69,1.5,0.474
2022-06-23,문학,SSG,두산,1,0.642,0.0,1,6,70,7,0.47,11.5,-1,4,67,-10.0,0.474
2022-06-23,수원,KT,NC,5,0.493,10.0,-1,6,69,9,0.409,15.5,1,6,68,0.0,0.474
2022-06-23,잠실,LG,한화,3,0.588,3.5,3,7,69,10,0.328,21.0,-10,0,68,-6.5,0.474
2022-06-24,문학,SSG,NC,1,0.642,0.0,1,6,70,9,0.409,15.5,1,6,68,-10.0,0.476
2022-06-24,사직,롯데,키움,8,0.455,12.5,-1,5,68,2,0.609,2.0,3,7,70,2.5,0.476
2022-06-24,수원,KT,LG,5,0.493,10.0,-1,6,69,3,0.588,3.5,3,7,69,0.0,0.476
2022-06-24,잠실,두산,KIA,6,0.47,11.5,-1,4,67,4,0.537,7.0,1,5,68,1.5,0.476
2022-06-24,한밭,한화,삼성,10,0.328,21.0,-10,0,68,7,0.464,12.0,-3,4,69,11.0,0.476
2022-06-25,문학,SSG,NC,1,0.647,0.0,2,6,71,9,0.403,16.5,-1,5,69,-10.0,0.483
2022-06-25,사직,롯데,키움,6,0.463,12.5,1,6,69,2,0.6,3.0,-1,6,71,2.5,0.483
2022-06-25,수원,KT,LG,5,0.5,10.0,1,6,70,3,0.58,4.5,-1,7,70,0.0,0.483
2022-06-25,잠실,두산,KIA,7,0.463,12.5,-2,3,68,4,0.544,7.0,2,5,69,2.5,0.483
2022-06-25,한밭,한화,삼성,10,0.338,21.0,1,1,69,8,0.457,13.0,-4,3,70,11.0,0.483
2022-06-26,문학,SSG,NC,1,0.652,0.0,3,6,72,9,0.397,17.5,-2,4,70,-11.0,0.49
2022-06-26,사직,롯데,키움,7,0.456,13.5,-1,5,70,2,0.606,3.0,1,6,72,2.5,0.49
2022-06-26,수원,KT,LG,5,0.493,11.0,-1,6,71,3,0.586,4.5,1,7,71,0.0,0.49
2022-06-26,잠실,두산,KIA,8,0.456,13.5,-3,3,69,4,0.551,7.0,3,6,70,2.5,0.49
2022-06-26,한밭,한화,삼성,10,0.333,22.0,-1,1,70,6,0.465,13.0,1,4,71,11.0,0.49
2022-06-28,고척,키움,KIA,2,0.611,3.0,2,7,73,4,0.543,8.0,-1,6,71,-9.0,0.497
2022-06-28,대구,삼성,KT,6,0.472,13.0,2,4,72,5,0.486,12.0,-2,5,72,1.0,0.497
2022-06-28,사직,롯데,두산,8,0.449,14.5,-2,4,71,7,0.464,13.5,1,4,70,2.5,0.497
2022-06-28,잠실,LG,NC,3,0.592,4.5,2,7,72,9,0.391,18.5,-3,4,71,-7.5,0.497
2022-06-28,한밭,한화,SSG,10,0.329,23.0,-2,1,71,1,0.657,0.0,4,7,73,11.0,0.497
2022-06-29,고척,키움,KIA,2,0.616,2.0,3,7,74,4,0.535,8.0,-2,5,72,-9.0,0.504
2022-06-29,대구,삼성,KT,6,0.466,13.0,-1,4,73,5,0.493,11.0,1,5,73,2.0,0.504
2022-06-29,사직,롯데,두산,8,0.449,14.0,-2,3,72,7,0.464,13.0,1,3,71,3.0,0.504
2022-06-29,잠실,LG,NC,3,0.597,3.5,3,8,73,9,0.386,18.5,-4,3,72,-7.5,0.504
2022-06-29,한밭,한화,SSG,10,0.338,22.0,1,2,72,1,0.648,0.0,-1,7,74,11.0,0.504
2022-06-30,고척,키움,KIA,2,0.622,2.0,4,8,75,4,0.528,9.0,-3,4,73,-10.0,0.508
2022-06-30,대구,삼성,KT,6,0.473,13.0,1,5,74,5,0.486,12.0,-1,5,74,1.0,0.508
2022-06-30,사직,롯데,두산,8,0.449,14.5,-2,3,72,7,0.464,13.5,1,3,71,2.5,0.508
2022-06-30,잠실,LG,NC,3,0.597,4.0,3,8,73,9,0.386,19.0,-4,3,72,-8.0,0.508
2022-06-30,한밭,한화,SSG,10,0.333,23.0,-1,2,73,1,0.653,0.0,1,7,75,11.0,0.508
2022-07-01,고척,키움,한화,2,0.627,1.5,5,8,76,10,0.333,23.0,-1,2,73,-10.0,0.512
2022-07-01,문학,SSG,KIA,1,0.653,0.0,1,7,75,4,0.521,9.5,-4,4,74,-11.5,0.512
2022-07-01,수원,KT,두산,5,0.493,11.5,1,5,75,8,0.457,14.0,-1,3,72,0.0,0.512
2022-07-01,잠실,LG,롯데,3,0.597,4.0,3,8,73,7,0.457,14.0,1,4,73,-7.5,0.512
2022-07-01,창원,NC,삼성,9,0.386,19.0,-4,3,72,6,0.467,13.5,-1,4,75,7.5,0.512
2022-07-02,고척,키움,한화,2,0.632,1.5,6,9,77,10,0.329,24.0,-2,2,74,-10.0,0.518
2022-07-02,문학,SSG,KIA,1,0.658,0.0,2,7,76,4,0.514,10.5,-5,4,75,-11.5,0.518
2022-07-02,수원,KT,두산,5,0.5,11.5,2,6,76,8,0.451,15.0,-2,3,73,0.0,0.518
2022-07-02,잠실,LG,롯데,3,0.603,4.0,4,8,74,7,0.451,15.0,-1,4,74,-7.5,0.518
2022-07-02,창원,NC,삼성,9,0.386,19.5,-4,3,72,6,0.467,14.0,-1,4,75,8.0,0.518
2022-07-03,고척,키움,한화,2,0.636,1.5,7,9,78,10,0.324,25.0,-3,2,75,-10.0,0.525
2022-07-03,문학,SSG,KIA,1,0.662,0.0,3,7,77,4,0.507,11.5,-6,3,76,-11.5,0.525
2022-07-03,수원,KT,두산,5,0.507,11.5,3,6,77,8,0.444,16.0,-3,2,74,0.0,0.525
2022-07-03,잠실,LG,롯데,3,0.595,5.0,-1,7,75,7,0.458,15.0,1,4,75,-6.5,0.525
2022-07-03,창원,NC,삼성,9,0.394,19.5,1,4,73,6,0.461,15.0,-2,3,76,8.0,0.525
2022-07-05,광주,KIA,KT,5,0.5,12.5,-7,3,77,4,0.513,11.5,4,6,78,0.0,0.532
2022-07-05,대구,삼성,LG,6,0.455,16.0,-3,3,77,3,0.6,5.0,1,8,76,3.5,0.532
2022-07-05,문학,SSG,롯데,1,0.667,0.0,4,8,78,7,0.452,16.0,-1,4,76,-12.5,0.532
2022-07-05,잠실,두산,키움,8,0.438,17.0,-4,2,75,2,0.641,1.5,8,9,79,4.5,0.532
2022-07-05,한밭,한화,NC,10,0.32,26.0,-4,2,76,9,0.403,19.5,2,5,74,13.5,0.532
2022-07-06,광주,KIA,KT,5,0.5,13.0,-7,3,77,4,0.513,12.0,4,6,78,0.0,0.537
2022-07-06,대구,삼성,LG,6,0.449,17.0,-4,3,78,3,0.605,5.0,2,8,77,4.0,0.537
2022-07-06,문학,SSG,롯데,1,0.671,0.0,5,9,79,7,0.446,17.0,-2,3,77,-13.0,0.537
2022-07-06,잠실,두산,키움,8,0.432,18.0,-5,1,76,2,0.646,1.5,9,9,80,5.0,0.537
2022-07-06,한밭,한화,NC,10,0.316,27.0,-5,2,77,9,0.411,19.5,3,5,75,14.0,0.537
2022-07-07,광주,KIA,KT,5,0.494,13.0,-8,2,78,4,0.519,11.0,5,7,79,0.0,0.544
2022-07-07,대구,삼성,LG,7,0.443,17.0,-5,3,79,3,0.61,4.0,3,8,78,4.0,0.544
2022-07-07,문학,SSG,롯데,1,0.662,0.0,-1,8,80,6,0.453,16.0,1,4,78,-13.0,0.544
2022-07-07,잠실,두산,키움,8,0.44,17.0,1,2,77,2,0.637,1.5,-1,9,81,4.0,0.544
2022-07-07,한밭,한화,NC,10,0.312,27.0,-6,2,78,9,0.419,18.5,4,5,76,14.0,0.544
2022-07-08,고척,키움,NC,2,0.63,2.5,-2,8,82,9,0.413,19.5,-1,5,77,-11.0,0.55
2022-07-08,광주,KIA,한화,5,0.494,13.5,-8,2,78,10,0.321,27.0,1,2,79,0.0,0.55
2022-07-08,대구,삼성,SSG,8,0.438,18.0,-6,3,80,1,0.667,0.0,1,8,81,4.5,0.55
2022-07-08,수원,KT,롯데,4,0.519,11.5,5,7,79,6,0.447,17.0,-1,3,79,-2.0,0.55
2022-07-08,잠실,두산,LG,7,0.447,17.0,2,3,78,3,0.615,4.0,4,8,79,3.5,0.55
2022-07-09,고척,키움,NC,2,0.634,2.5,1,8,83,9,0.408,20.5,-2,4,78,-11.0,0.557
2022-07-09,광주,KIA,한화,5,0.5,13.5,1,2,79,10,0.316,28.0,-1,2,80,0.0,0.557
2022-07-09,대구,삼성,SSG,8,0.432,19.0,-7,2,81,1,0.671,0.0,2,8,82,5.5,0.557
2022-07-09,수원,KT,롯데,4,0.526,11.5,6,7,80,6,0.442,18.0,-2,3,80,-2.0,0.557
2022-07-09,잠실,두산,LG,7,0.442,18.0,-1,3,79,3,0.62,4.0,5,9,80,4.5,0.557
2022-07-10,고척,키움,NC,2,0.639,2.5,2,8,84,9,0.403,21.5,-3,4,79,-11.0,0.564
2022-07-10,광주,KIA,한화,5,0.506,13.5,2,2,80,10,0.312,29.0,-2,2,81,0.0,0.564
2022-07-10,대구,삼성,SSG,8,0.427,20.0,-8,1,82,1,0.675,0.0,3,8,83,6.5,0.564
2022-07-10,수원,KT,롯데,4,0.532,11.5,7,8,81,6,0.436,19.0,-3,3,81,-2.0,0.564
2022-07-10,잠실,두산,LG,7,0.436,19.0,-2,2,80,3,0.625,4.0,6,9,81,5.5,0.564
2022-07-12,문학,SSG,키움,1,0.679,0.0,4,9,84,2,0.643,2.5,3,8,85,-13.5,0.571
2022-07-12,사직,롯데,한화,6,0.443,19.0,1,4,82,10,0.309,30.0,-3,1,82,5.5,0.571
2022-07-12,수원,KT,삼성,4,0.525,12.5,-1,8,82,8,0.422,21.0,-9,1,83,-1.0,0.571
2022-07-12,잠실,LG,KIA,3,0.63,4.0,7,9,82,5,0.512,13.5,3,3,81,-9.5,0.571
2022-07-12,창원,NC,두산,9,0.397,22.5,-4,4,80,7,0.43,20.0,-3,2,81,9.0,0.571
2022-07-13,문학,SSG,키움,1,0.683,0.0,5,9,85,2,0.635,3.5,-1,7,86,-13.5,0.578
2022-07-13,사직,롯데,한화,6,0.45,19.0,2,4,83,10,0.305,31.0,-4,1,83,5.5,0.578
2022-07-13,수원,KT,삼성,4,0.531,12.5,1,8,83,8,0.417,22.0,-10,0,84,-1.0,0.578
2022-07-13,잠실,LG,KIA,3,0.622,5.0,-1,8,83,5,0.519,13.5,4,4,82,-8.5,0.578
2022-07-13,창원,NC,두산,9,0.392,23.5,-5,4,81,7,0.438,20.0,1,3,82,10.0,0.578
2022-07-14,문학,SSG,키움,1,0.683,0.0,5,9,85,2,0.635,3.5,-1,7,86,-13.5,0.581
2022-07-14,사직,롯데,한화,6,0.457,18.5,3,5,84,10,0.301,31.5,-5,1,84,5.0,0.581
2022-07-14,수원,KT,삼성,4,0.531,12.5,1,8,83,8,0.417,22.0,-10,0,84,-1.0,0.581
2022-07-14,잠실,LG,KIA,3,0.622,5.0,-1,8,83,5,0.519,13.5,4,4,82,-8.5,0.581
2022-07-14,창원,NC,두산,9,0.4,23.0,1,5,82,7,0.432,20.5,-1,3,83,9.5,0.581
2022-07-22,고척,키움,삼성,2,0.628,4.5,-2,6,87,8,0.412,23.0,-11,0,85,-10.0,0.588
2022-07-22,사직,롯데,KIA,6,0.463,18.5,4,5,85,5,0.512,14.5,-1,4,83,4.0,0.588
2022-07-22,잠실,두산,SSG,7,0.439,20.5,1,4,84,1,0.687,0.0,6,9,86,6.0,0.588
2022-07-22,창원,NC,LG,9,0.395,24.0,-1,4,83,3,0.627,5.0,1,8,84,9.5,0.588
2022-07-22,한밭,한화,KT,10,0.298,32.5,-6,1,85,4,0.537,12.5,2,9,84,18.0,0.588
2022-07-23,고척,키움,삼성,2,0.632,4.5,1,6,88,8,0.407,24.0,-12,0,86,-10.0,0.594
2022-07-23,사직,롯데,KIA,6,0.458,19.5,-1,5,86,5,0.518,14.5,1,5,84,5.0,0.594
2022-07-23,잠실,두산,SSG,7,0.434,21.5,-1,4,85,1,0.69,0.0,7,9,87,7.0,0.594
2022-07-23,창원,NC,LG,9,0.402,24.0,1,4,84,3,0.619,6.0,-1,8,85,9.5,0.594
2022-07-23,한밭,한화,KT,10,0.306,32.5,1,2,86,4,0.53,13.5,-1,8,85,18.0,0.594
2022-07-24,고척,키움,삼성,2,0.636,4.0,2,6,89,8,0.402,24.5,-13,0,87,-10.0,0.6
2022-07-24,사직,롯데,KIA,6,0.452,20.0,-2,5,87,5,0.524,14.0,2,6,85,6.0,0.6
2022-07-24,잠실,두산,SSG,7,0.434,21.5,-1,4,85,1,0.69,0.0,7,9,87,7.5,0.6
2022-07-24,창원,NC,LG,9,0.398,24.5,-1,3,85,3,0.624,5.5,1,8,86,10.5,0.6
2022-07-24,한밭,한화,KT,10,0.302,33.0,-1,2,87,4,0.536,13.0,1,8,86,19.0,0.6
2022-07-26,광주,KIA,NC,5,0.529,14.0,3,7,86,9,0.405,24.5,1,3,86,0.0,0.607
2022-07-26,문학,SSG,LG,1,0.694,0.0,8,9,88,3,0.616,6.5,-1,7,87,-14.0,0.607
