season,date,start,home,away,stadium,home_score,away_score,note
2021,2021-04-03,14:00,키움,삼성,고척,6,1,-
2021,2021-04-03,14:00,SSG,롯데,문학,,,우천취소
2021,2021-04-03,14:00,KT,한화,수원,,,우천취소
2021,2021-04-03,14:00,두산,KIA,잠실,,,우천취소
2021,2021-04-03,14:00,NC,LG,창원,,,우천취소
2021,2021-04-04,14:00,키움,삼성,고척,7,4,-
2021,2021-04-04,14:00,SSG,롯데,문학,5,3,-
2021,2021-04-04,14:00,KT,한화,수원,3,2,-
2021,2021-04-04,14:00,두산,KIA,잠실,4,1,-
2021,2021-04-04,14:00,NC,LG,창원,1,2,-
2021,2021-04-06,18:30,키움,KIA,고척,4,5,-
2021,2021-04-06,18:30,SSG,한화,문학,2,1,-
2021,2021-04-06,18:30,KT,LG,수원,2,3,-
2021,2021-04-06,18:30,두산,삼성,잠실,6,3,-
2021,2021-04-06,18:30,NC,롯데,창원,5,10,-
2021,2021-04-07,18:30,키움,KIA,고척,7,8,-
2021,2021-04-07,18:30,SSG,한화,문학,0,17,-
2021,2021-04-07,18:30,KT,LG,수원,7,3,-
2021,2021-04-07,18:30,두산,삼성,잠실,1,0,-
2021,2021-04-07,18:30,NC,롯데,창원,10,6,-
2021,2021-04-08,18:30,키움,KIA,고척,3,5,-
2021,2021-04-08,18:30,SSG,한화,문학,6,4,-
2021,2021-04-08,18:30,KT,LG,수원,3,7,-
2021,2021-04-08,18:30,두산,삼성,잠실,1,6,-
2021,2021-04-08,18:30,NC,롯데,창원,4,8,-
2021,2021-04-09,18:30,KIA,NC,광주,6,10,-
2021,2021-04-09,18:30,삼성,KT,대구,7,5,-
2021,2021-04-09,18:30,롯데,키움,사직,2,7,-
2021,2021-04-09,18:30,LG,SSG,잠실,9,5,-
2021,2021-04-09,18:30,한화,두산,한밭,7,0,-
2021,2021-04-10,17:00,KIA,NC,광주,2,9,-
2021,2021-04-10,14:00,삼성,KT,대구,7,6,-
2021,2021-04-10,17:00,롯데,키움,사직,13,0,-
2021,2021-04-10,14:00,LG,SSG,잠실,3,4,-
2021,2021-04-10,17:00,한화,두산,한밭,1,18,-
2021,2021-04-11,14:00,KIA,NC,광주,3,7,-
2021,2021-04-11,14:00,삼성,KT,대구,4,2,-
2021,2021-04-11,14:00,롯데,키움,사직,2,3,-
2021,2021-04-11,14:00,LG,SSG,잠실,1,0,-
2021,2021-04-11,14:00,한화,두산,한밭,3,2,-
2021,2021-04-13,18:30,키움,LG,고척,8,2,-
2021,2021-04-13,18:30,KIA,롯데,광주,0,8,-
2021,2021-04-13,18:30,삼성,한화,대구,4,3,-
2021,2021-04-13,18:30,SSG,NC,문학,2,4,-
2021,2021-04-13,18:30,두산,KT,잠실,7,8,-
2021,2021-04-14,18:30,키움,LG,고척,2,13,-
2021,2021-04-14,18:30,KIA,롯데,광주,3,2,-
2021,2021-04-14,18:30,삼성,한화,대구,2,6,-
2021,2021-04-14,18:30,SSG,NC,문학,0,3,-
2021,2021-04-14,18:30,두산,KT,잠실,3,1,-
2021,2021-04-15,18:30,키움,LG,고척,4,6,-
2021,2021-04-15,18:30,KIA,롯데,광주,10,5,-
2021,2021-04-15,18:30,삼성,한화,대구,4,0,-
2021,2021-04-15,18:30,SSG,NC,문학,9,3,-
2021,2021-04-15,18:30,두산,KT,잠실,3,8,-
2021,2021-04-16,18:30,SSG,KIA,문학,6,11,-
2021,2021-04-16,18:30,롯데,삼성,사직,9,3,-
2021,2021-04-16,18:30,KT,키움,수원,8,4,-
2021,2021-04-16,18:30,LG,두산,잠실,1,0,-
2021,2021-04-16,19:00,NC,한화,창원,9,1,-
2021,2021-04-17,14:00,SSG,KIA,문학,4,3,-
2021,2021-04-17,17:00,롯데,삼성,사직,0,12,-
2021,2021-04-17,17:00,KT,키움,수원,8,5,-
2021,2021-04-17,17:00,LG,두산,잠실,1,3,-
2021,2021-04-17,17:00,NC,한화,창원,14,4,-
2021,2021-04-18,14:00,SSG,KIA,문학,4,2,-
2021,2021-04-18,14:00,롯데,삼성,사직,0,7,-
2021,2021-04-18,14:00,KT,키움,수원,10,2,-
2021,2021-04-18,14:00,LG,두산,잠실,1,9,-
2021,2021-04-18,14:00,NC,한화,창원,3,11,-
2021,2021-04-20,18:30,삼성,SSG,대구,7,10,-
2021,2021-04-20,18:30,롯데,두산,사직,10,5,-
2021,2021-04-20,18:30,LG,KIA,잠실,3,6,-
2021,2021-04-20,18:30,NC,KT,창원,2,5,-
2021,2021-04-20,18:30,한화,키움,한밭,7,3,-
2021,2021-04-21,18:30,삼성,SSG,대구,14,4,-
2021,2021-04-21,18:30,롯데,두산,사직,10,9,-
2021,2021-04-21,18:30,LG,KIA,잠실,7,3,-
2021,2021-04-21,18:30,NC,KT,창원,4,3,-
2021,2021-04-21,18:30,한화,키움,한밭,4,3,-
2021,2021-04-22,18:30,삼성,SSG,대구,6,11,-
2021,2021-04-22,18:30,롯데,두산,사직,1,13,-
2021,2021-04-22,18:30,LG,KIA,잠실,2,3,-
2021,2021-04-22,18:30,NC,KT,창원,5,11,-
2021,2021-04-22,18:30,한화,키움,한밭,3,8,-
2021,2021-04-23,18:30,키움,SSG,고척,5,9,-
2021,2021-04-23,18:30,KIA,삼성,광주,4,1,-
2021,2021-04-23,18:30,KT,롯데,수원,5,10,-
2021,2021-04-23,18:30,두산,NC,잠실,5,1,-
2021,2021-04-23,18:30,한화,LG,한밭,1,2,-
2021,2021-04-24,14:00,키움,SSG,고척,4,5,-
2021,2021-04-24,17:00,KIA,삼성,광주,4,8,-
2021,2021-04-24,17:00,KT,롯데,수원,2,4,-
2021,2021-04-24,17:00,두산,NC,잠실,9,6,-
2021,2021-04-24,14:00,한화,LG,한밭,19,5,-
2021,2021-04-25,14:00,키움,SSG,고척,4,3,-
2021,2021-04-25,14:00,KIA,삼성,광주,2,3,-
2021,2021-04-25,14:00,KT,롯데,수원,6,5,-
2021,2021-04-25,14:00,두산,NC,잠실,0,10,-
2021,2021-04-25,14:00,한화,LG,한밭,0,8,-
2021,2021-04-27,18:30,키움,두산,고척,5,4,-
2021,2021-04-27,18:30,KIA,한화,광주,4,3,-
2021,2021-04-27,18:30,삼성,NC,대구,9,0,-
2021,2021-04-27,18:30,SSG,KT,문학,5,14,-
2021,2021-04-27,18:30,LG,롯데,잠실,4,0,-
2021,2021-04-28,18:30,키움,두산,고척,5,4,-
2021,2021-04-28,18:30,KIA,한화,광주,4,0,-
2021,2021-04-28,18:30,삼성,NC,대구,4,3,-
2021,2021-04-28,18:30,SSG,KT,문학,4,2,-
2021,2021-04-28,18:30,LG,롯데,잠실,0,3,-
2021,2021-04-29,18:30,키움,두산,고척,4,15,-
2021,2021-04-29,18:30,KIA,한화,광주,3,2,-
2021,2021-04-29,18:30,삼성,NC,대구,0,9,-
2021,2021-04-29,18:30,SSG,KT,문학,1,6,-
2021,2021-04-29,18:30,LG,롯데,잠실,3,2,-
2021,2021-04-30,18:30,삼성,LG,대구,4,0,-
2021,2021-04-30,18:30,롯데,한화,사직,7,11,-
2021,2021-04-30,18:30,KT,KIA,수원,15,3,-
2021,2021-04-30,18:30,두산,SSG,잠실,9,4,-
2021,2021-04-30,19:00,NC,키움,창원,3,4,-
2021,2021-05-01,17:00,삼성,LG,대구,8,2,-
2021,2021-05-01,17:00,롯데,한화,사직,3,11,-
2021,2021-05-01,17:00,KT,KIA,수원,3,0,-
2021,2021-05-01,17:00,두산,SSG,잠실,2,5,-
2021,2021-05-01,17:00,NC,키움,창원,9,13,-
2021,2021-05-02,14:00,삼성,LG,대구,6,4,-
2021,2021-05-02,14:00,롯데,한화,사직,4,5,-
2021,2021-05-02,14:00,KT,KIA,수원,9,2,-
2021,2021-05-02,14:00,두산,SSG,잠실,8,5,-
2021,2021-05-02,14:00,NC,키움,창원,5,0,-
2021,2021-05-04,18:30,키움,KT,고척,,,기타
2021,2021-05-04,18:30,롯데,KIA,사직,,,기타
2021,2021-05-04,18:30,두산,LG,잠실,,,기타
2021,2021-05-04,18:30,NC,SSG,창원,,,기타
2021,2021-05-04,18:30,한화,삼성,한밭,,,기타
2021,2021-05-05,14:00,키움,KT,고척,14,0,-
2021,2021-05-05,14:00,롯데,KIA,사직,5,8,-
2021,2021-05-05,14:00,두산,LG,잠실,4,7,-
2021,2021-05-05,14:00,NC,SSG,창원,12,13,-
2021,2021-05-05,14:00,한화,삼성,한밭,1,4,-
2021,2021-05-06,18:30,키움,KT,고척,6,4,-
2021,2021-05-06,18:30,롯데,KIA,사직,17,9,-
2021,2021-05-06,18:30,두산,LG,잠실,2,7,-
2021,2021-05-06,18:30,NC,SSG,창원,7,1,-
2021,2021-05-06,18:30,한화,삼성,한밭,6,5,-
2021,2021-05-07,18:30,KIA,두산,광주,,,미세먼지취소
2021,2021-05-07,18:30,삼성,롯데,대구,4,1,-
2021,2021-05-07,18:30,SSG,키움,문학,,,미세먼지취소
2021,2021-05-07,18:30,KT,NC,수원,,,미세먼지취소
2021,2021-05-07,18:30,LG,한화,잠실,,,미세먼지취소
2021,2021-05-08,14:00,KIA,두산,광주,,,미세먼지취소
2021,2021-05-08,17:00,KIA,두산,광주,5,11,-
2021,2021-05-08,17:00,삼성,롯데,대구,8,9,-
2021,2021-05-08,14:00,SSG,키움,문학,,,미세먼지취소
2021,2021-05-08,17:00,SSG,키움,문학,2,9,-
2021,2021-05-08,14:00,KT,NC,수원,,,미세먼지취소
2021,2021-05-08,17:00,KT,NC,수원,4,5,-
2021,2021-05-08,14:00,LG,한화,잠실,,,미세먼지취소
2021,2021-05-08,17:00,LG,한화,잠실,11,2,-
2021,2021-05-09,14:00,KIA,두산,광주,3,5,-
2021,2021-05-09,17:00,KIA,두산,광주,0,9,-
2021,2021-05-09,14:00,삼성,롯데,대구,8,6,-
2021,2021-05-09,14:00,SSG,키움,문학,4,1,-
2021,2021-05-09,17:00,SSG,키움,문학,4,3,-
2021,2021-05-09,14:00,KT,NC,수원,11,16,-
2021,2021-05-09,17:00,KT,NC,수원,9,5,-
2021,2021-05-09,14:00,LG,한화,잠실,11,1,-
2021,2021-05-09,17:00,LG,한화,잠실,4,5,-
2021,2021-05-11,18:30,KIA,LG,광주,7,1,-
2021,2021-05-11,18:30,롯데,SSG,사직,6,7,-
2021,2021-05-11,18:30,KT,삼성,수원,9,6,-
2021,2021-05-11,18:30,두산,키움,잠실,3,2,-
2021,2021-05-11,18:30,한화,NC,한밭,2,7,-
2021,2021-05-12,18:30,KIA,LG,광주,5,3,-
2021,2021-05-12,18:30,롯데,SSG,사직,2,9,-
2021,2021-05-12,18:30,KT,삼성,수원,5,7,-
2021,2021-05-12,18:30,두산,키움,잠실,0,3,-
2021,2021-05-12,18:30,한화,NC,한밭,3,6,-
2021,2021-05-13,18:30,KIA,LG,광주,3,8,-
2021,2021-05-13,18:30,롯데,SSG,사직,5,4,-
2021,2021-05-13,18:30,KT,삼성,수원,0,4,-
2021,2021-05-13,18:30,두산,키움,잠실,13,14,-
2021,2021-05-13,18:30,한화,NC,한밭,2,4,-
2021,2021-05-14,18:30,키움,한화,고척,1,6,-
2021,2021-05-14,18:30,SSG,두산,문학,3,6,-
2021,2021-05-14,18:30,롯데,KT,사직,1,9,-
2021,2021-05-14,18:30,LG,삼성,잠실,4,3,-
2021,2021-05-14,19:00,NC,KIA,창원,5,2,-
2021,2021-05-15,14:00,키움,한화,고척,15,1,-
2021,2021-05-15,17:00,SSG,두산,문학,,,우천취소
2021,2021-05-15,17:00,롯데,KT,사직,4,5,-
2021,2021-05-15,17:00,LG,삼성,잠실,14,4,-
2021,2021-05-15,14:00,NC,KIA,창원,7,3,-
2021,2021-05-16,14:00,키움,한화,고척,5,1,-
2021,2021-05-16,14:00,SSG,두산,문학,,,우천취소
2021,2021-05-16,17:00,SSG,두산,문학,,,우천취소
2021,2021-05-16,14:00,롯데,KT,사직,,,우천취소
2021,2021-05-16,14:00,LG,삼성,잠실,,,우천취소
2021,2021-05-16,14:00,NC,KIA,창원,,,우천취소
2021,2021-05-17,18:30,SSG,두산,문학,3,8,-
2021,2021-05-17,18:30,롯데,KT,사직,,,우천취소
2021,2021-05-17,18:30,LG,삼성,잠실,1,3,-
2021,2021-05-17,18:30,NC,KIA,창원,,,우천취소
2021,2021-05-18,18:30,KIA,SSG,광주,5,7,-
2021,2021-05-18,18:30,삼성,키움,대구,3,15,-
2021,2021-05-18,18:30,KT,두산,수원,1,0,-
2021,2021-05-18,18:30,LG,NC,잠실,1,0,-
2021,2021-05-18,18:30,한화,롯데,한밭,3,4,-
2021,2021-05-19,14:00,KIA,SSG,광주,5,11,-
2021,2021-05-19,14:00,삼성,키움,대구,2,9,-
2021,2021-05-19,14:00,KT,두산,수원,6,5,-
2021,2021-05-19,14:00,LG,NC,잠실,6,5,-
2021,2021-05-19,14:00,한화,롯데,한밭,12,2,-
2021,2021-05-20,18:30,KIA,SSG,광주,,,우천취소
2021,2021-05-20,18:30,삼성,키움,대구,,,우천취소
2021,2021-05-20,18:30,KT,두산,수원,,,우천취소
2021,2021-05-20,18:30,LG,NC,잠실,1,11,-
2021,2021-05-20,18:30,한화,롯데,한밭,,,우천취소
2021,2021-05-21,18:30,키움,NC,고척,2,0,-
2021,2021-05-21,18:30,삼성,KIA,대구,5,3,-
2021,2021-05-21,18:30,SSG,LG,문학,6,5,-
2021,2021-05-21,18:30,두산,롯데,잠실,1,9,-
2021,2021-05-21,18:30,한화,KT,한밭,4,0,-
2021,2021-05-22,17:00,키움,NC,고척,13,6,-
2021,2021-05-22,17:00,삼성,KIA,대구,4,9,-
2021,2021-05-22,17:00,SSG,LG,문학,8,3,-
2021,2021-05-22,17:00,두산,롯데,잠실,4,3,-
2021,2021-05-22,17:00,한화,KT,한밭,5,0,-
2021,2021-05-23,14:00,키움,NC,고척,7,4,-
2021,2021-05-23,14:00,삼성,KIA,대구,7,5,-
2021,2021-05-23,14:00,SSG,LG,문학,8,0,-
2021,2021-05-23,14:00,두산,롯데,잠실,4,0,-
2021,2021-05-23,14:00,한화,KT,한밭,1,8,-
2021,2021-05-25,18:30,KIA,키움,광주,,,기타
2021,2021-05-25,18:30,롯데,LG,사직,,,기타
2021,2021-05-25,18:30,KT,SSG,수원,,,기타
2021,2021-05-25,18:30,두산,한화,잠실,,,기타
2021,2021-05-25,18:30,NC,삼성,창원,,,기타
2021,2021-05-26,18:30,KIA,키움,광주,3,2,-
2021,2021-05-26,18:30,롯데,LG,사직,3,5,-
2021,2021-05-26,18:30,KT,SSG,수원,5,9,-
2021,2021-05-26,18:30,두산,한화,잠실,9,3,-
2021,2021-05-26,18:30,NC,삼성,창원,1,7,-
2021,2021-05-27,18:30,KIA,키움,광주,5,4,-
2021,2021-05-27,18:30,롯데,LG,사직,1,8,-
2021,2021-05-27,18:30,KT,SSG,수원,6,5,-
2021,2021-05-27,18:30,두산,한화,잠실,0,3,-
2021,2021-05-27,18:30,NC,삼성,창원,6,3,-
2021,2021-05-28,18:30,KIA,KT,광주,7,6,-
2021,2021-05-28,18:30,삼성,두산,대구,4,9,-
2021,2021-05-28,18:30,롯데,NC,사직,,,그라운드사정
2021,2021-05-28,18:30,LG,키움,잠실,3,1,-
2021,2021-05-28,18:30,한화,SSG,한밭,3,12,-
2021,2021-05-29,17:00,KIA,KT,광주,5,7,-
2021,2021-05-29,17:00,삼성,두산,대구,16,4,-
2021,2021-05-29,14:00,롯데,NC,사직,10,10,-
2021,2021-05-29,17:00,롯데,NC,사직,2,6,-
2021,2021-05-29,17:00,LG,키움,잠실,2,7,-
2021,2021-05-29,17:00,한화,SSG,한밭,2,6,-
2021,2021-05-30,14:00,KIA,KT,광주,3,4,-
2021,2021-05-30,14:00,삼성,두산,대구,2,4,-
2021,2021-05-30,14:00,롯데,NC,사직,4,5,-
2021,2021-05-30,14:00,LG,키움,잠실,8,2,-
2021,2021-05-30,14:00,한화,SSG,한밭,1,5,-
2021,2021-06-01,18:30,키움,롯데,고척,0,3,-
2021,2021-06-01,18:30,SSG,삼성,문학,1,0,-
2021,2021-06-01,18:30,LG,KT,잠실,1,8,-
2021,2021-06-01,18:30,NC,두산,창원,3,4,-
2021,2021-06-01,18:30,한화,KIA,한밭,9,1,-
2021,2021-06-02,18:30,키움,롯데,고척,2,4,-
2021,2021-06-02,18:30,SSG,삼성,문학,7,8,-
2021,2021-06-02,18:30,LG,KT,잠실,6,5,-
2021,2021-06-02,18:30,NC,두산,창원,9,5,-
2021,2021-06-02,18:30,한화,KIA,한밭,3,5,-
2021,2021-06-03,18:30,키움,롯데,고척,9,4,-
2021,2021-06-03,18:30,SSG,삼성,문학,,,우천취소
2021,2021-06-03,18:30,LG,KT,잠실,,,우천취소
2021,2021-06-03,18:30,NC,두산,창원,,,우천취소
2021,2021-06-03,18:30,한화,KIA,한밭,,,우천취소
2021,2021-06-04,18:30,키움,삼성,고척,3,6,-
2021,2021-06-04,18:30,KIA,LG,광주,4,3,-
2021,2021-06-04,18:30,KT,롯데,수원,0,15,-
2021,2021-06-04,18:30,두산,SSG,잠실,3,2,-
2021,2021-06-04,19:00,NC,한화,창원,6,3,-
2021,2021-06-05,17:00,키움,삼성,고척,6,2,-
2021,2021-06-05,17:00,KIA,LG,광주,2,8,-
2021,2021-06-05,17:00,KT,롯데,수원,8,1,-
2021,2021-06-05,17:00,두산,SSG,잠실,8,5,-
2021,2021-06-05,17:00,NC,한화,창원,6,1,-
2021,2021-06-06,17:00,키움,삼성,고척,1,3,-
2021,2021-06-06,17:00,KIA,LG,광주,0,10,-
2021,2021-06-06,17:00,KT,롯데,수원,7,8,-
2021,2021-06-06,17:00,두산,SSG,잠실,1,4,-
2021,2021-06-06,17:00,NC,한화,창원,10,13,-
2021,2021-06-08,18:30,삼성,KIA,대구,7,0,-
2021,2021-06-08,18:30,SSG,KT,문학,2,4,-
2021,2021-06-08,18:30,롯데,두산,사직,18,9,-
2021,2021-06-08,18:30,LG,NC,잠실,2,1,-
2021,2021-06-08,18:30,한화,키움,한밭,4,2,-
2021,2021-06-09,18:30,삼성,KIA,대구,5,7,-
2021,2021-06-09,18:30,SSG,KT,문학,3,7,-
2021,2021-06-09,18:30,롯데,두산,사직,8,14,-
2021,2021-06-09,18:30,LG,NC,잠실,6,3,-
2021,2021-06-09,18:30,한화,키움,한밭,2,6,-
2021,2021-06-10,18:30,삼성,KIA,대구,4,2,-
2021,2021-06-10,18:30,SSG,KT,문학,,,우천취소
2021,2021-06-10,18:30,롯데,두산,사직,5,4,-
2021,2021-06-10,18:30,LG,NC,잠실,0,6,-
2021,2021-06-10,18:30,한화,키움,한밭,1,0,-
2021,2021-06-11,18:30,삼성,NC,대구,4,5,-
2021,2021-06-11,18:30,SSG,키움,문학,8,6,-
2021,2021-06-11,18:30,롯데,KIA,사직,,,우천취소
2021,2021-06-11,18:30,KT,한화,수원,6,5,-
2021,2021-06-11,18:30,LG,두산,잠실,3,1,-
2021,2021-06-12,17:00,삼성,NC,대구,4,1,-
2021,2021-06-12,17:00,SSG,키움,문학,5,4,-
2021,2021-06-12,14:00,롯데,KIA,사직,,,우천취소
2021,2021-06-12,17:00,롯데,KIA,사직,,,우천취소
2021,2021-06-12,17:00,KT,한화,수원,7,2,-
2021,2021-06-12,17:00,LG,두산,잠실,3,8,-
2021,2021-06-13,17:00,삼성,NC,대구,5,3,-
2021,2021-06-13,17:00,SSG,키움,문학,3,7,-
2021,2021-06-13,14:00,롯데,KIA,사직,8,6,-
2021,2021-06-13,17:00,롯데,KIA,사직,3,6,-
2021,2021-06-13,17:00,KT,한화,수원,6,3,-
2021,2021-06-13,17:00,LG,두산,잠실,2,0,-
2021,2021-06-15,18:30,키움,LG,고척,2,4,-
2021,2021-06-15,18:30,KIA,SSG,광주,,,우천취소
2021,2021-06-15,18:30,두산,삼성,잠실,6,8,-
2021,2021-06-15,18:30,NC,KT,창원,,,우천취소
2021,2021-06-15,18:30,한화,롯데,한밭,3,2,-
2021,2021-06-16,18:30,키움,LG,고척,6,3,-
2021,2021-06-16,15:00,KIA,SSG,광주,1,10,-
2021,2021-06-16,18:30,KIA,SSG,광주,2,0,-
2021,2021-06-16,18:30,두산,삼성,잠실,3,5,-
2021,2021-06-16,18:30,NC,KT,창원,3,7,-
2021,2021-06-16,15:00,한화,롯데,한밭,9,4,-
2021,2021-06-16,18:30,한화,롯데,한밭,4,3,-
2021,2021-06-17,18:30,키움,LG,고척,5,6,-
2021,2021-06-17,18:30,KIA,SSG,광주,3,6,-
2021,2021-06-17,18:30,두산,삼성,잠실,6,2,-
2021,2021-06-17,18:30,NC,KT,창원,9,1,-
2021,2021-06-17,18:30,한화,롯데,한밭,2,9,-
2021,2021-06-18,18:30,롯데,삼성,사직,7,4,-
2021,2021-06-18,18:30,KT,두산,수원,3,11,-
2021,2021-06-18,18:30,LG,KIA,잠실,5,0,-
2021,2021-06-18,19:00,NC,키움,창원,5,0,-
2021,2021-06-18,18:30,한화,SSG,한밭,4,3,-
2021,2021-06-19,17:00,롯데,삼성,사직,1,9,-
2021,2021-06-19,14:00,KT,두산,수원,3,9,-
2021,2021-06-19,17:00,KT,두산,수원,4,3,-
2021,2021-06-19,17:00,LG,KIA,잠실,7,2,-
2021,2021-06-19,17:00,NC,키움,창원,7,12,-
2021,2021-06-19,17:00,한화,SSG,한밭,5,7,-
2021,2021-06-20,17:00,롯데,삼성,사직,8,7,-
2021,2021-06-20,17:00,KT,두산,수원,4,1,-
2021,2021-06-20,17:00,LG,KIA,잠실,6,0,-
2021,2021-06-20,17:00,NC,키움,창원,4,8,-
2021,2021-06-20,17:00,한화,SSG,한밭,3,4,-
2021,2021-06-22,18:30,삼성,한화,대구,9,0,-
2021,2021-06-22,18:30,SSG,LG,문학,1,14,-
2021,2021-06-22,18:30,롯데,NC,사직,2,5,-
2021,2021-06-22,18:30,KT,KIA,수원,6,3,-
2021,2021-06-22,18:30,두산,키움,잠실,10,3,-
2021,2021-06-23,18:30,삼성,한화,대구,3,0,-
2021,2021-06-23,18:30,SSG,LG,문학,7,4,-
2021,2021-06-23,18:30,롯데,NC,사직,13,7,-
2021,2021-06-23,18:30,KT,KIA,수원,1,2,-
2021,2021-06-23,18:30,두산,키움,잠실,3,4,-
2021,2021-06-24,18:30,삼성,한화,대구,3,2,-
2021,2021-06-24,18:30,SSG,LG,문학,8,5,-
2021,2021-06-24,18:30,롯데,NC,사직,4,6,-
2021,2021-06-24,18:30,KT,KIA,수원,6,3,-
2021,2021-06-24,18:30,두산,키움,잠실,1,2,-
2021,2021-06-25,18:30,키움,KIA,고척,14,5,-
2021,2021-06-25,18:30,삼성,LG,대구,,,우천취소
2021,2021-06-25,18:30,두산,롯데,잠실,1,9,-
2021,2021-06-25,19:00,NC,SSG,창원,11,10,-
2021,2021-06-25,18:30,한화,KT,한밭,0,2,-
2021,2021-06-26,17:00,키움,KIA,고척,6,1,-
2021,2021-06-26,14:00,삼성,LG,대구,5,10,-
2021,2021-06-26,17:00,삼성,LG,대구,10,7,-
2021,2021-06-26,17:00,두산,롯데,잠실,3,4,-
2021,2021-06-26,17:00,NC,SSG,창원,10,10,-
2021,2021-06-26,17:00,한화,KT,한밭,2,11,-
2021,2021-06-27,17:00,키움,KIA,고척,5,4,-
2021,2021-06-27,17:00,삼성,LG,대구,5,9,-
2021,2021-06-27,17:00,두산,롯데,잠실,6,7,-
2021,2021-06-27,17:00,NC,SSG,창원,4,3,-
2021,2021-06-27,17:00,한화,KT,한밭,1,11,-
2021,2021-06-29,18:30,키움,롯데,고척,5,13,-
2021,2021-06-29,18:30,KIA,NC,광주,3,7,-
2021,2021-06-29,18:30,SSG,삼성,문학,10,3,-
2021,2021-06-29,18:30,LG,KT,잠실,,,기타
2021,2021-06-29,18:30,한화,두산,한밭,,,기타
2021,2021-06-30,18:30,키움,롯데,고척,6,5,-
2021,2021-06-30,18:30,KIA,NC,광주,,,우천취소
2021,2021-06-30,15:00,SSG,삼성,문학,3,3,-
2021,2021-06-30,18:30,SSG,삼성,문학,8,4,-
2021,2021-06-30,15:00,LG,KT,잠실,,,우천취소
2021,2021-06-30,18:30,LG,KT,잠실,3,4,-
2021,2021-06-30,18:30,한화,두산,한밭,6,8,-
2021,2021-07-01,18:30,키움,롯데,고척,13,1,-
2021,2021-07-01,18:30,KIA,NC,광주,6,3,-
2021,2021-07-01,18:30,SSG,삼성,문학,7,8,-
2021,2021-07-01,18:30,LG,KT,잠실,1,6,-
2021,2021-07-01,18:30,한화,두산,한밭,3,10,-
2021,2021-07-02,18:30,KIA,두산,광주,8,3,-
2021,2021-07-02,18:30,SSG,롯데,문학,5,6,-
2021,2021-07-02,18:30,KT,키움,수원,4,1,-
2021,2021-07-02,18:30,LG,한화,잠실,3,5,-
2021,2021-07-02,19:00,NC,삼성,창원,2,5,-
2021,2021-07-03,18:00,KIA,두산,광주,,,그라운드사정
2021,2021-07-03,18:00,SSG,롯데,문학,,,우천취소
2021,2021-07-03,18:00,KT,키움,수원,,,우천취소
2021,2021-07-03,18:00,LG,한화,잠실,,,우천취소
2021,2021-07-03,18:00,NC,삼성,창원,,,우천취소
2021,2021-07-04,17:00,KIA,두산,광주,7,3,-
2021,2021-07-04,17:00,SSG,롯데,문학,4,6,-
2021,2021-07-04,17:00,KT,키움,수원,12,3,-
2021,2021-07-04,17:00,LG,한화,잠실,5,0,-
2021,2021-07-04,17:00,NC,삼성,창원,0,5,-
2021,2021-07-05,18:30,KIA,두산,광주,,,우천취소
2021,2021-07-05,18:30,SSG,롯데,문학,10,4,-
2021,2021-07-05,18:30,KT,키움,수원,5,15,-
2021,2021-07-05,18:30,LG,한화,잠실,7,6,-
2021,2021-07-05,18:30,NC,삼성,창원,,,우천취소
2021,2021-07-06,18:30,키움,SSG,고척,4,0,-
2021,2021-07-06,18:30,삼성,KT,대구,,,우천취소
2021,2021-07-06,18:30,롯데,LG,사직,,,우천취소
2021,2021-07-06,18:30,두산,NC,잠실,3,7,-
2021,2021-07-06,18:30,한화,KIA,한밭,,,우천취소
2021,2021-07-07,18:30,키움,SSG,고척,8,2,-
2021,2021-07-07,18:30,삼성,KT,대구,,,우천취소
2021,2021-07-07,18:30,롯데,LG,사직,,,우천취소
2021,2021-07-07,18:30,두산,NC,잠실,4,2,-
2021,2021-07-07,18:30,한화,KIA,한밭,1,4,-
2021,2021-07-08,18:30,키움,SSG,고척,3,9,-
2021,2021-07-08,18:30,삼성,KT,대구,2,3,-
2021,2021-07-08,18:30,롯데,LG,사직,,,우천취소
2021,2021-07-08,18:30,두산,NC,잠실,,,기타
2021,2021-07-08,18:30,한화,KIA,한밭,,,기타
2021,2021-07-09,18:30,키움,NC,고척,,,기타
2021,2021-07-09,18:30,KIA,KT,광주,10,4,-
2021,2021-07-09,18:30,삼성,롯데,대구,5,9,-
2021,2021-07-09,18:30,SSG,한화,문학,3,9,-
2021,2021-07-09,18:30,두산,LG,잠실,,,기타
2021,2021-07-10,18:00,키움,NC,고척,,,기타
2021,2021-07-10,18:00,KIA,KT,광주,,,기타
2021,2021-07-10,18:00,삼성,롯데,대구,3,2,-
2021,2021-07-10,18:00,SSG,한화,문학,1,3,-
2021,2021-07-10,18:00,두산,LG,잠실,,,기타
2021,2021-07-11,17:00,키움,NC,고척,,,기타
2021,2021-07-11,17:00,KIA,KT,광주,2,0,-
2021,2021-07-11,17:00,삼성,롯데,대구,11,0,-
2021,2021-07-11,17:00,SSG,한화,문학,8,2,-
2021,2021-07-11,17:00,두산,LG,잠실,,,기타
2021,2021-07-13,18:30,KIA,삼성,광주,,,기타
2021,2021-07-13,18:30,SSG,두산,문학,,,기타
2021,2021-07-13,18:30,롯데,한화,사직,,,기타
2021,2021-07-13,18:30,KT,NC,수원,,,기타
2021,2021-07-13,18:30,LG,키움,잠실,,,기타
