season,date,start,home,away,stadium,home_score,away_score,note
2022,2022-04-30,17:00,SSG,두산,문학,2,1,-
2022,2022-04-30,17:00,LG,롯데,잠실,1,3,-
2022,2022-04-30,17:00,NC,한화,창원,0,2,-
2022,2022-05-01,14:00,키움,KT,고척,9,3,-
2022,2022-05-01,14:00,KIA,삼성,광주,3,6,-
2022,2022-05-01,14:00,SSG,두산,문학,0,9,-
2022,2022-05-01,14:00,LG,롯데,잠실,0,4,-
2022,2022-05-01,14:00,NC,한화,창원,1,2,-
2022,2022-05-03,18:30,KIA,키움,광주,1,7,-
2022,2022-05-03,18:30,삼성,NC,대구,6,10,-
2022,2022-05-03,18:30,SSG,한화,문학,4,2,-
2022,2022-05-03,18:30,KT,롯데,수원,10,5,-
2022,2022-05-03,18:30,LG,두산,잠실,4,3,-
2022,2022-05-04,18:30,KIA,키움,광주,4,3,-
2022,2022-05-04,18:30,삼성,NC,대구,11,5,-
2022,2022-05-04,18:30,SSG,한화,문학,5,8,-
2022,2022-05-04,18:30,KT,롯데,수원,0,5,-
2022,2022-05-04,18:30,LG,두산,잠실,2,5,-
2022,2022-05-05,14:00,KIA,키움,광주,10,1,-
2022,2022-05-05,14:00,삼성,NC,대구,5,2,-
2022,2022-05-05,14:00,SSG,한화,문학,14,4,-
2022,2022-05-05,14:00,KT,롯데,수원,8,2,-
2022,2022-05-05,14:00,LG,두산,잠실,4,9,-
2022,2022-05-06,18:30,키움,SSG,고척,9,2,-
2022,2022-05-06,18:30,롯데,삼성,사직,0,5,-
2022,2022-05-06,18:30,두산,KT,잠실,0,6,-
2022,2022-05-06,18:30,NC,LG,창원,8,15,-
2022,2022-05-06,18:30,한화,KIA,한밭,2,13,-
2022,2022-05-07,17:00,키움,SSG,고척,0,3,-
2022,2022-05-07,17:00,롯데,삼성,사직,1,4,-
2022,2022-05-07,17:00,두산,KT,잠실,11,8,-
2022,2022-05-07,17:00,NC,LG,창원,3,6,-
2022,2022-05-07,17:00,한화,KIA,한밭,4,5,-
2022,2022-05-08,14:00,키움,SSG,고척,2,6,-
2022,2022-05-08,14:00,롯데,삼성,사직,2,4,-
2022,2022-05-08,14:00,두산,KT,잠실,0,5,-
2022,2022-05-08,14:00,NC,LG,창원,2,3,-
2022,2022-05-08,14:00,한화,KIA,한밭,6,7,-
2022,2022-05-10,18:30,키움,두산,고척,0,9,-
2022,2022-05-10,18:30,KIA,KT,광주,1,0,-
2022,2022-05-10,18:30,삼성,SSG,대구,1,3,-
2022,2022-05-10,18:30,롯데,NC,사직,7,0,-
2022,2022-05-10,18:30,LG,한화,잠실,9,1,-
2022,2022-05-11,18:30,키움,두산,고척,1,5,-
2022,2022-05-11,18:30,KIA,KT,광주,5,10,-
2022,2022-05-11,18:30,삼성,SSG,대구,6,5,-
2022,2022-05-11,18:30,롯데,NC,사직,6,5,-
2022,2022-05-11,18:30,LG,한화,잠실,5,2,-
2022,2022-05-12,18:30,키움,두산,고척,2,3,-
2022,2022-05-12,18:30,KIA,KT,광주,5,4,-
2022,2022-05-12,18:30,삼성,SSG,대구,4,2,-
2022,2022-05-12,18:30,롯데,NC,사직,2,4,-
2022,2022-05-12,18:30,LG,한화,잠실,11,7,-
2022,2022-05-13,18:30,삼성,두산,대구,,,우천취소
2022,2022-05-13,18:30,SSG,NC,문학,2,6,-
2022,2022-05-13,18:30,KT,키움,수원,5,7,-
2022,2022-05-13,18:30,LG,KIA,잠실,1,10,-
2022,2022-05-13,18:30,한화,롯데,한밭,1,8,-
2022,2022-05-14,17:00,삼성,두산,대구,4,0,-
2022,2022-05-14,17:00,SSG,NC,문학,2,1,-
2022,2022-05-14,17:00,KT,키움,수원,0,3,-
2022,2022-05-14,17:00,LG,KIA,잠실,5,3,-
2022,2022-05-14,17:00,한화,롯데,한밭,5,8,-
2022,2022-05-15,14:00,삼성,두산,대구,4,3,-
2022,2022-05-15,14:00,SSG,NC,문학,7,8,-
2022,2022-05-15,14:00,KT,키움,수원,1,5,-
2022,2022-05-15,14:00,LG,KIA,잠실,6,3,-
2022,2022-05-15,14:00,한화,롯데,한밭,8,4,-
2022,2022-05-17,18:30,롯데,KIA,사직,3,4,-
2022,2022-05-17,18:30,KT,LG,수원,3,2,-
2022,2022-05-17,18:30,두산,SSG,잠실,9,9,-
2022,2022-05-17,18:30,NC,키움,창원,4,11,-
2022,2022-05-17,18:30,한화,삼성,한밭,4,3,-
2022,2022-05-18,18:30,롯데,KIA,사직,7,15,-
2022,2022-05-18,18:30,KT,LG,수원,1,9,-
2022,2022-05-18,18:30,두산,SSG,잠실,2,5,-
2022,2022-05-18,18:30,NC,키움,창원,15,3,-
2022,2022-05-18,18:30,한화,삼성,한밭,3,5,-
2022,2022-05-19,18:30,롯데,KIA,사직,2,4,-
2022,2022-05-19,18:30,KT,LG,수원,3,7,-
2022,2022-05-19,18:30,두산,SSG,잠실,3,9,-
2022,2022-05-19,18:30,NC,키움,창원,1,3,-
2022,2022-05-19,18:30,한화,삼성,한밭,1,2,-
2022,2022-05-20,18:30,키움,한화,고척,4,3,-
2022,2022-05-20,18:30,KIA,NC,광주,5,3,-
2022,2022-05-20,18:30,삼성,KT,대구,1,5,-
2022,2022-05-20,18:30,SSG,LG,문학,5,4,-
2022,2022-05-20,18:30,두산,롯데,잠실,0,4,-
2022,2022-05-21,17:00,키움,한화,고척,11,2,-
2022,2022-05-21,17:00,KIA,NC,광주,4,7,-
2022,2022-05-21,17:00,삼성,KT,대구,2,5,-
2022,2022-05-21,17:00,SSG,LG,문학,3,4,-
2022,2022-05-21,14:00,두산,롯데,잠실,12,4,-
2022,2022-05-22,14:00,키움,한화,고척,5,6,-
2022,2022-05-22,14:00,KIA,NC,광주,8,6,-
2022,2022-05-22,14:00,삼성,KT,대구,4,3,-
2022,2022-05-22,14:00,SSG,LG,문학,3,1,-
2022,2022-05-22,14:00,두산,롯데,잠실,4,5,-
2022,2022-05-24,18:30,삼성,KIA,대구,3,4,-
2022,2022-05-24,18:30,SSG,롯데,문학,3,2,-
2022,2022-05-24,18:30,LG,키움,잠실,4,6,-
2022,2022-05-24,18:30,NC,KT,창원,3,2,-
2022,2022-05-24,18:30,한화,두산,한밭,6,3,-
2022,2022-05-25,18:30,삼성,KIA,대구,5,11,-
2022,2022-05-25,18:30,SSG,롯데,문학,9,1,-
2022,2022-05-25,18:30,LG,키움,잠실,5,10,-
2022,2022-05-25,18:30,NC,KT,창원,2,3,-
2022,2022-05-25,18:30,한화,두산,한밭,14,1,-
2022,2022-05-26,18:30,삼성,KIA,대구,7,9,-
2022,2022-05-26,18:30,SSG,롯데,문학,6,5,-
2022,2022-05-26,18:30,LG,키움,잠실,5,12,-
2022,2022-05-26,18:30,NC,KT,창원,1,2,-
2022,2022-05-26,18:30,한화,두산,한밭,3,24,-
2022,2022-05-27,18:30,KIA,SSG,광주,1,8,-
2022,2022-05-27,18:30,롯데,키움,사직,0,8,-
2022,2022-05-27,18:30,KT,한화,수원,0,4,-
2022,2022-05-27,18:30,LG,삼성,잠실,5,0,-
2022,2022-05-27,18:30,NC,두산,창원,1,6,-
2022,2022-05-28,14:00,KIA,SSG,광주,9,3,-
2022,2022-05-28,14:00,롯데,키움,사직,3,6,-
2022,2022-05-28,17:00,KT,한화,수원,8,9,-
2022,2022-05-28,17:00,LG,삼성,잠실,9,4,-
2022,2022-05-28,17:00,NC,두산,창원,5,0,-
2022,2022-05-29,14:00,KIA,SSG,광주,7,9,-
2022,2022-05-29,14:00,롯데,키움,사직,0,4,-
2022,2022-05-29,14:00,KT,한화,수원,4,12,-
2022,2022-05-29,14:00,LG,삼성,잠실,4,8,-
2022,2022-05-29,14:00,NC,두산,창원,0,1,-
2022,2022-05-31,18:30,키움,삼성,고척,3,2,-
2022,2022-05-31,18:30,SSG,KT,문학,1,2,-
2022,2022-05-31,18:30,롯데,LG,사직,7,5,-
2022,2022-05-31,18:30,두산,KIA,잠실,10,13,-
2022,2022-05-31,18:30,한화,NC,한밭,5,10,-
2022,2022-06-01,17:00,키움,삼성,고척,2,4,-
2022,2022-06-01,17:00,SSG,KT,문학,2,1,-
2022,2022-06-01,17:00,롯데,LG,사직,5,14,-
2022,2022-06-01,17:00,두산,KIA,잠실,3,7,-
2022,2022-06-01,17:00,한화,NC,한밭,3,0,-
2022,2022-06-02,18:30,키움,삼성,고척,6,5,-
2022,2022-06-02,18:30,SSG,KT,문학,1,14,-
2022,2022-06-02,18:30,롯데,LG,사직,2,2,-
2022,2022-06-02,18:30,두산,KIA,잠실,3,4,-
2022,2022-06-02,18:30,한화,NC,한밭,3,4,-
2022,2022-06-03,18:30,삼성,두산,대구,8,5,-
2022,2022-06-03,18:30,KT,KIA,수원,5,2,-
2022,2022-06-03,18:30,LG,SSG,잠실,7,1,-
2022,2022-06-03,18:30,NC,롯데,창원,5,1,-
2022,2022-06-03,18:30,한화,키움,한밭,14,2,-
2022,2022-06-04,17:00,삼성,두산,대구,8,16,-
2022,2022-06-04,17:00,KT,KIA,수원,4,3,-
2022,2022-06-04,17:00,LG,SSG,잠실,6,2,-
2022,2022-06-04,17:00,NC,롯데,창원,2,3,-
2022,2022-06-04,17:00,한화,키움,한밭,3,4,-
2022,2022-06-05,17:00,삼성,두산,대구,,,우천취소
2022,2022-06-05,17:00,KT,KIA,수원,2,2,-
2022,2022-06-05,17:00,LG,SSG,잠실,0,2,-
2022,2022-06-05,17:00,NC,롯데,창원,,,우천취소
2022,2022-06-05,17:00,한화,키움,한밭,,,우천취소
2022,2022-06-07,18:30,키움,KT,고척,3,0,-
2022,2022-06-07,18:30,KIA,LG,광주,,,우천취소
2022,2022-06-07,18:30,롯데,삼성,사직,4,7,-
2022,2022-06-07,18:30,두산,한화,잠실,3,1,-
2022,2022-06-07,18:30,NC,SSG,창원,6,2,-
2022,2022-06-08,18:30,키움,KT,고척,5,5,-
2022,2022-06-08,18:30,KIA,LG,광주,7,11,-
2022,2022-06-08,18:30,롯데,삼성,사직,2,4,-
2022,2022-06-08,18:30,두산,한화,잠실,1,5,-
2022,2022-06-08,18:30,NC,SSG,창원,2,2,-
2022,2022-06-09,18:30,키움,KT,고척,1,7,-
2022,2022-06-09,18:30,KIA,LG,광주,5,1,-
2022,2022-06-09,18:30,롯데,삼성,사직,7,6,-
2022,2022-06-09,18:30,두산,한화,잠실,16,7,-
2022,2022-06-09,18:30,NC,SSG,창원,5,4,-
2022,2022-06-10,18:30,KIA,키움,광주,6,10,-
2022,2022-06-10,18:30,삼성,NC,대구,1,9,-
2022,2022-06-10,18:30,SSG,한화,문학,9,2,-
2022,2022-06-10,18:30,롯데,KT,사직,4,9,-
2022,2022-06-10,18:30,LG,두산,잠실,10,7,-
2022,2022-06-11,17:00,KIA,키움,광주,5,2,-
2022,2022-06-11,17:00,삼성,NC,대구,1,4,-
2022,2022-06-11,17:00,SSG,한화,문학,4,2,-
2022,2022-06-11,17:00,롯데,KT,사직,0,4,-
2022,2022-06-11,17:00,LG,두산,잠실,4,5,-
2022,2022-06-12,17:00,KIA,키움,광주,8,10,-
2022,2022-06-12,17:00,삼성,NC,대구,4,2,-
2022,2022-06-12,17:00,SSG,한화,문학,13,11,-
2022,2022-06-12,17:00,롯데,KT,사직,13,0,-
2022,2022-06-12,17:00,LG,두산,잠실,9,6,-
2022,2022-06-14,18:30,키움,두산,고척,2,0,-
2022,2022-06-14,18:30,KT,SSG,수원,5,4,-
2022,2022-06-14,18:30,LG,삼성,잠실,7,0,-
2022,2022-06-14,18:30,NC,KIA,창원,,,우천취소
2022,2022-06-14,18:30,한화,롯데,한밭,,,우천취소
2022,2022-06-15,18:30,키움,두산,고척,3,4,-
2022,2022-06-15,18:30,KT,SSG,수원,6,3,-
2022,2022-06-15,18:30,LG,삼성,잠실,3,6,-
2022,2022-06-15,18:30,NC,KIA,창원,7,2,-
2022,2022-06-15,18:30,한화,롯데,한밭,5,11,-
2022,2022-06-16,18:30,키움,두산,고척,6,2,-
2022,2022-06-16,18:30,KT,SSG,수원,0,6,-
2022,2022-06-16,18:30,LG,삼성,잠실,2,1,-
2022,2022-06-16,18:30,NC,KIA,창원,2,4,-
2022,2022-06-16,18:30,한화,롯데,한밭,0,3,-
2022,2022-06-17,18:30,키움,LG,고척,2,4,-
2022,2022-06-17,18:30,KIA,삼성,광주,5,3,-
2022,2022-06-17,18:30,롯데,SSG,사직,2,6,-
2022,2022-06-17,18:30,두산,KT,잠실,2,4,-
2022,2022-06-17,18:30,NC,한화,창원,1,1,-
2022,2022-06-18,14:00,키움,LG,고척,2,0,-
2022,2022-06-18,17:00,KIA,삼성,광주,2,6,-
2022,2022-06-18,17:00,롯데,SSG,사직,5,10,-
2022,2022-06-18,17:00,두산,KT,잠실,5,0,-
2022,2022-06-18,17:00,NC,한화,창원,3,2,-
2022,2022-06-19,14:00,키움,LG,고척,2,4,-
2022,2022-06-19,17:00,KIA,삼성,광주,3,7,-
2022,2022-06-19,17:00,롯데,SSG,사직,7,4,-
2022,2022-06-19,17:00,두산,KT,잠실,1,7,-
2022,2022-06-19,17:00,NC,한화,창원,6,3,-
2022,2022-06-21,18:30,KIA,롯데,광주,6,5,-
2022,2022-06-21,18:30,삼성,키움,대구,3,4,-
2022,2022-06-21,18:30,SSG,두산,문학,2,16,-
2022,2022-06-21,18:30,KT,NC,수원,8,1,-
2022,2022-06-21,18:30,LG,한화,잠실,10,4,-
2022,2022-06-22,18:30,KIA,롯데,광주,5,7,-
2022,2022-06-22,18:30,삼성,키움,대구,0,6,-
2022,2022-06-22,18:30,SSG,두산,문학,6,5,-
2022,2022-06-22,18:30,KT,NC,수원,0,11,-
2022,2022-06-22,18:30,LG,한화,잠실,6,5,-
2022,2022-06-23,18:30,KIA,롯데,광주,7,4,-
2022,2022-06-23,18:30,삼성,키움,대구,1,6,-
2022,2022-06-23,18:30,SSG,두산,문학,,,우천취소
2022,2022-06-23,18:30,KT,NC,수원,,,우천취소
2022,2022-06-23,18:30,LG,한화,잠실,,,우천취소
2022,2022-06-24,18:30,SSG,NC,문학,14,2,-
2022,2022-06-24,18:30,롯데,키움,사직,5,1,-
2022,2022-06-24,18:30,KT,LG,수원,9,6,-
2022,2022-06-24,18:30,두산,KIA,잠실,3,4,-
2022,2022-06-24,18:30,한화,삼성,한밭,3,0,-
2022,2022-06-25,17:00,SSG,NC,문학,8,1,-
2022,2022-06-25,17:00,롯데,키움,사직,5,13,-
2022,2022-06-25,17:00,KT,LG,수원,2,7,-
2022,2022-06-25,17:00,두산,KIA,잠실,6,8,-
2022,2022-06-25,17:00,한화,삼성,한밭,2,5,-
2022,2022-06-26,17:00,SSG,NC,문학,7,3,-
2022,2022-06-26,17:00,롯데,키움,사직,4,9,-
2022,2022-06-26,17:00,KT,LG,수원,1,3,-
2022,2022-06-26,17:00,두산,KIA,잠실,8,4,-
2022,2022-06-26,17:00,한화,삼성,한밭,2,6,-
2022,2022-06-28,18:30,키움,KIA,고척,5,2,-
2022,2022-06-28,18:30,삼성,KT,대구,4,14,-
2022,2022-06-28,18:30,롯데,두산,사직,3,3,-
2022,2022-06-28,18:30,LG,NC,잠실,5,0,-
2022,2022-06-28,18:30,한화,SSG,한밭,6,3,-
2022,2022-06-29,18:30,키움,KIA,고척,1,0,-
2022,2022-06-29,18:30,삼성,KT,대구,8,2,-
2022,2022-06-29,18:30,롯데,두산,사직,,,우천취소
2022,2022-06-29,18:30,LG,NC,잠실,,,우천취소
2022,2022-06-29,18:30,한화,SSG,한밭,3,8,-
2022,2022-06-30,18:30,키움,KIA,고척,5,4,-
2022,2022-06-30,18:30,삼성,KT,대구,2,13,-
2022,2022-06-30,18:30,롯데,두산,사직,5,1,-
2022,2022-06-30,18:30,LG,NC,잠실,,,우천취소
2022,2022-06-30,18:30,한화,SSG,한밭,,,그라운드사정
2022,2022-07-01,18:30,키움,한화,고척,7,5,-
2022,2022-07-01,18:30,SSG,KIA,문학,7,6,-
2022,2022-07-01,18:30,KT,두산,수원,11,7,-
2022,2022-07-01,18:30,LG,롯데,잠실,2,1,-
2022,2022-07-01,18:30,NC,삼성,창원,,,그라운드사정
2022,2022-07-02,14:00,키움,한화,고척,3,0,-
2022,2022-07-02,18:00,SSG,KIA,문학,2,1,-
2022,2022-07-02,18:00,KT,두산,수원,8,3,-
2022,2022-07-02,18:00,LG,롯데,잠실,1,8,-
2022,2022-07-02,18:00,NC,삼성,창원,17,1,-
2022,2022-07-03,14:00,키움,한화,고척,2,1,-
2022,2022-07-03,17:00,SSG,KIA,문학,3,2,-
2022,2022-07-03,17:00,KT,두산,수원,6,0,-
2022,2022-07-03,17:00,LG,롯데,잠실,4,1,-
2022,2022-07-03,17:00,NC,삼성,창원,11,6,-
2022,2022-07-05,18:30,KIA,KT,광주,,,우천취소
2022,2022-07-05,18:30,삼성,LG,대구,1,4,-
2022,2022-07-05,18:30,SSG,롯데,문학,4,3,-
2022,2022-07-05,18:30,두산,키움,잠실,3,4,-
2022,2022-07-05,18:30,한화,NC,한밭,0,1,-
2022,2022-07-06,18:30,KIA,KT,광주,1,8,-
2022,2022-07-06,18:30,삼성,LG,대구,9,10,-
2022,2022-07-06,18:30,SSG,롯데,문학,5,12,-
2022,2022-07-06,18:30,두산,키움,잠실,5,2,-
2022,2022-07-06,18:30,한화,NC,한밭,3,4,-
2022,2022-07-07,18:30,KIA,KT,광주,,,우천취소
2022,2022-07-07,18:30,삼성,LG,대구,9,11,-
2022,2022-07-07,18:30,SSG,롯데,문학,8,1,-
2022,2022-07-07,18:30,두산,키움,잠실,4,2,-
2022,2022-07-07,18:30,한화,NC,한밭,12,11,-
2022,2022-07-08,18:30,키움,NC,고척,3,2,-
2022,2022-07-08,18:30,KIA,한화,광주,5,3,-
2022,2022-07-08,18:30,삼성,SSG,대구,8,9,-
2022,2022-07-08,18:30,KT,롯데,수원,6,3,-
2022,2022-07-08,18:30,두산,LG,잠실,4,11,-
2022,2022-07-09,14:00,키움,NC,고척,10,1,-
2022,2022-07-09,18:00,KIA,한화,광주,6,5,-
2022,2022-07-09,18:00,삼성,SSG,대구,10,13,-
2022,2022-07-09,18:00,KT,롯데,수원,3,1,-
2022,2022-07-09,18:00,두산,LG,잠실,6,8,-
2022,2022-07-10,14:00,키움,NC,고척,2,0,-
2022,2022-07-10,17:00,KIA,한화,광주,6,3,-
2022,2022-07-10,17:00,삼성,SSG,대구,2,7,-
2022,2022-07-10,17:00,KT,롯데,수원,1,9,-
2022,2022-07-10,17:00,두산,LG,잠실,0,9,-
2022,2022-07-12,18:30,SSG,키움,문학,7,3,-
2022,2022-07-12,18:30,롯데,한화,사직,3,2,-
2022,2022-07-12,18:30,KT,삼성,수원,4,3,-
2022,2022-07-12,18:30,LG,KIA,잠실,1,7,-
2022,2022-07-12,18:30,NC,두산,창원,7,11,-
2022,2022-07-13,18:30,SSG,키움,문학,,,우천취소
2022,2022-07-13,18:30,롯데,한화,사직,2,0,-
2022,2022-07-13,18:30,KT,삼성,수원,,,우천취소
2022,2022-07-13,18:30,LG,KIA,잠실,,,우천취소
2022,2022-07-13,18:30,NC,두산,창원,4,1,-
2022,2022-07-14,18:30,SSG,키움,문학,4,1,-
2022,2022-07-14,18:30,롯데,한화,사직,10,7,-
2022,2022-07-14,18:30,KT,삼성,수원,1,0,-
2022,2022-07-14,18:30,LG,KIA,잠실,6,2,-
2022,2022-07-14,18:30,NC,두산,창원,3,11,-
2022,2022-07-22,18:30,키움,삼성,고척,3,2,-
2022,2022-07-22,18:30,롯데,KIA,사직,2,5,-
2022,2022-07-22,18:30,두산,SSG,잠실,0,1,-
2022,2022-07-22,18:30,NC,LG,창원,5,4,-
2022,2022-07-22,18:30,한화,KT,한밭,8,0,-
2022,2022-07-23,14:00,키움,삼성,고척,6,0,-
2022,2022-07-23,18:00,롯데,KIA,사직,3,9,-
2022,2022-07-23,18:00,두산,SSG,잠실,,,우천취소
2022,2022-07-23,18:00,NC,LG,창원,5,11,-
2022,2022-07-23,18:00,한화,KT,한밭,3,5,-
2022,2022-07-24,14:00,키움,삼성,고척,0,8,-
2022,2022-07-24,17:00,롯데,KIA,사직,0,23,-
2022,2022-07-24,17:00,두산,SSG,잠실,4,5,-
2022,2022-07-24,17:00,NC,LG,창원,6,1,-
2022,2022-07-24,17:00,한화,KT,한밭,1,3,-
2022,2022-07-26,18:30,KIA,NC,광주,1,9,-
2022,2022-07-26,18:30,SSG,LG,문학,0,9,-
2022,2022-07-26,18:30,KT,키움,수원,7,8,-
2022,2022-07-26,18:30,두산,롯데,잠실,6,1,-
2022,2022-07-26,18:30,삼성,한화,포항,2,4,-
2022,2022-07-27,18:30,KIA,NC,광주,9,5,-
2022,2022-07-27,18:30,SSG,LG,문학,6,3,-
2022,2022-07-27,18:30,KT,키움,수원,5,4,-
2022,2022-07-27,18:30,두산,롯데,잠실,6,5,-
2022,2022-07-27,18:30,삼성,한화,포항,11,10,-
2022,2022-07-28,18:30,KIA,NC,광주,2,6,-
2022,2022-07-28,18:30,SSG,LG,문학,5,4,-
2022,2022-07-28,18:30,KT,키움,수원,8,2,-
2022,2022-07-28,18:30,두산,롯데,잠실,8,5,-
2022,2022-07-28,18:30,삼성,한화,포항,3,3,-
2022,2022-07-29,18:30,KIA,SSG,광주,11,2,-
2022,2022-07-29,18:30,삼성,롯데,대구,8,7,-
2022,2022-07-29,18:30,LG,KT,잠실,4,5,-
2022,2022-07-29,18:30,NC,키움,창원,5,3,-
2022,2022-07-29,18:30,한화,두산,한밭,3,7,-
2022,2022-07-30,18:00,KIA,SSG,광주,5,7,-
2022,2022-07-30,18:00,삼성,롯데,대구,8,9,-
2022,2022-07-30,18:00,LG,KT,잠실,8,7,-
2022,2022-07-30,18:00,NC,키움,창원,3,3,-
2022,2022-07-30,18:00,한화,두산,한밭,11,1,-
2022,2022-07-31,17:00,KIA,SSG,광주,2,3,-
2022,2022-07-31,17:00,삼성,롯데,대구,5,5,-
2022,2022-07-31,17:00,LG,KT,잠실,,,우천취소
2022,2022-07-31,17:00,NC,키움,창원,,,우천취소
2022,2022-07-31,17:00,한화,두산,한밭,,,우천취소
2022,2022-08-02,18:30,키움,SSG,고척,5,7,-
2022,2022-08-02,18:30,롯데,LG,사직,4,3,-
2022,2022-08-02,18:30,두산,삼성,잠실,,,우천취소
2022,2022-08-02,18:30,NC,KT,창원,,,우천취소
2022,2022-08-02,18:30,한화,KIA,한밭,5,4,-
2022,2022-08-03,18:30,키움,SSG,고척,3,2,-
2022,2022-08-03,18:30,롯데,LG,사직,1,4,-
2022,2022-08-03,18:30,두산,삼성,잠실,3,1,-
2022,2022-08-03,18:30,NC,KT,창원,2,15,-
2022,2022-08-03,18:30,한화,KIA,한밭,3,6,-
2022,2022-08-04,18:30,키움,SSG,고척,5,6,-
2022,2022-08-04,18:30,롯데,LG,사직,2,12,-
2022,2022-08-04,18:30,두산,삼성,잠실,2,9,-
2022,2022-08-04,18:30,NC,KT,창원,4,3,-
2022,2022-08-04,18:30,한화,KIA,한밭,4,1,-
2022,2022-08-05,18:30,KIA,두산,광주,3,5,-
2022,2022-08-05,18:30,SSG,삼성,문학,1,3,-
2022,2022-08-05,18:30,롯데,NC,사직,7,2,-
2022,2022-08-05,18:30,KT,한화,수원,5,1,-
2022,2022-08-05,18:30,LG,키움,잠실,7,8,-
2022,2022-08-06,18:00,KIA,두산,광주,4,7,-
2022,2022-08-06,18:00,SSG,삼성,문학,7,6,-
2022,2022-08-06,18:00,롯데,NC,사직,1,10,-
2022,2022-08-06,18:00,KT,한화,수원,4,2,-
2022,2022-08-06,18:00,LG,키움,잠실,12,3,-
2022,2022-08-07,17:00,KIA,두산,광주,5,4,-
2022,2022-08-07,17:00,SSG,삼성,문학,7,6,-
2022,2022-08-07,17:00,롯데,NC,사직,0,14,-
2022,2022-08-07,17:00,KT,한화,수원,5,6,-
2022,2022-08-07,17:00,LG,키움,잠실,5,0,-
2022,2022-08-10,18:30,키움,롯데,고척,3,4,-
2022,2022-08-10,18:30,삼성,KIA,대구,3,2,-
2022,2022-08-10,18:30,SSG,KT,문학,4,2,-
2022,2022-08-10,18:30,두산,NC,잠실,0,11,-
2022,2022-08-10,18:30,한화,LG,한밭,,,우천취소
2022,2022-08-11,18:30,키움,롯데,고척,0,3,-
2022,2022-08-11,18:30,삼성,KIA,대구,,,우천취소
2022,2022-08-11,18:30,SSG,KT,문학,4,2,-
2022,2022-08-11,18:30,두산,NC,잠실,2,3,-
2022,2022-08-11,18:30,한화,LG,한밭,,,우천취소
2022,2022-08-12,18:30,키움,롯데,고척,1,4,-
2022,2022-08-12,18:30,삼성,KIA,대구,7,6,-
2022,2022-08-12,18:30,SSG,KT,문학,5,9,-
2022,2022-08-12,18:30,두산,NC,잠실,7,1,-
2022,2022-08-12,18:30,한화,LG,한밭,5,6,-
2022,2022-08-13,18:00,KIA,롯데,광주,9,0,-
2022,2022-08-13,18:00,KT,삼성,수원,8,1,-
2022,2022-08-13,18:00,두산,SSG,잠실,2,8,-
2022,2022-08-13,18:00,NC,LG,창원,,,우천취소
2022,2022-08-13,18:00,한화,키움,한밭,6,8,-
2022,2022-08-14,17:00,KIA,롯데,광주,1,5,-
2022,2022-08-14,17:00,KT,삼성,수원,3,2,-
2022,2022-08-14,17:00,두산,SSG,잠실,4,5,-
2022,2022-08-14,17:00,NC,LG,창원,6,2,-
2022,2022-08-14,17:00,한화,키움,한밭,8,12,-
2022,2022-08-16,18:30,KIA,SSG,광주,,,우천취소
2022,2022-08-16,18:30,롯데,두산,사직,,,우천취소
2022,2022-08-16,18:30,KT,키움,수원,5,4,-
2022,2022-08-16,18:30,LG,삼성,잠실,6,3,-
2022,2022-08-16,18:30,NC,한화,창원,,,우천취소
2022,2022-08-17,18:30,KIA,SSG,광주,4,3,-
2022,2022-08-17,18:30,롯데,두산,사직,8,6,-
2022,2022-08-17,18:30,KT,키움,수원,3,2,-
2022,2022-08-17,18:30,LG,삼성,잠실,11,7,-
2022,2022-08-17,18:30,NC,한화,창원,6,4,-
2022,2022-08-18,18:30,KIA,NC,광주,8,14,-
2022,2022-08-18,18:30,SSG,LG,문학,4,8,-
2022,2022-08-18,18:30,롯데,KT,사직,1,0,-
2022,2022-08-18,18:30,두산,키움,잠실,10,2,-
2022,2022-08-18,18:30,한화,삼성,한밭,4,7,-
2022,2022-08-19,18:30,KIA,NC,광주,12,9,-
2022,2022-08-19,18:30,SSG,LG,문학,,,그라운드사정
2022,2022-08-19,18:30,롯데,KT,사직,3,4,-
2022,2022-08-19,18:30,두산,키움,잠실,,,우천취소
2022,2022-08-19,18:30,한화,삼성,한밭,5,9,-
2022,2022-08-20,14:00,키움,SSG,고척,7,14,-
2022,2022-08-20,18:00,삼성,NC,대구,,,그라운드사정
2022,2022-08-20,18:00,롯데,한화,사직,3,5,-
2022,2022-08-20,18:00,KT,KIA,수원,2,5,-
2022,2022-08-20,18:00,LG,두산,잠실,6,1,-
2022,2022-08-21,14:00,키움,SSG,고척,1,6,-
2022,2022-08-21,17:00,삼성,NC,대구,2,6,-
2022,2022-08-21,17:00,롯데,한화,사직,8,1,-
2022,2022-08-21,17:00,KT,KIA,수원,11,3,-
2022,2022-08-21,17:00,LG,두산,잠실,2,4,-
2022,2022-08-23,18:30,키움,KIA,고척,3,12,-
2022,2022-08-23,18:30,SSG,삼성,문학,7,3,-
2022,2022-08-23,18:30,두산,KT,잠실,1,2,-
2022,2022-08-23,18:30,NC,롯데,창원,3,9,-
2022,2022-08-23,18:30,한화,LG,한밭,6,4,-
2022,2022-08-24,18:30,키움,KIA,고척,11,10,-
2022,2022-08-24,18:30,SSG,삼성,문학,4,2,-
2022,2022-08-24,18:30,두산,KT,잠실,1,5,-
2022,2022-08-24,18:30,NC,롯데,창원,1,2,-
