season,date,dow,home,away,stadium,crowd
2022,2022-06-26,일,한화,삼성,한밭,5214
2022,2022-06-28,화,키움,KIA,고척,7388
2022,2022-06-28,화,삼성,KT,대구,3769
2022,2022-06-28,화,롯데,두산,사직,3429
2022,2022-06-28,화,LG,NC,잠실,3361
2022,2022-06-28,화,한화,SSG,한밭,3027
2022,2022-06-29,수,키움,KIA,고척,7941
2022,2022-06-29,수,삼성,KT,대구,4679
2022,2022-06-29,수,한화,SSG,한밭,1747
2022,2022-06-30,목,키움,KIA,고척,7165
2022,2022-06-30,목,삼성,KT,대구,4809
2022,2022-06-30,목,롯데,두산,사직,6566
2022,2022-07-01,금,키움,한화,고척,3238
2022,2022-07-01,금,SSG,KIA,문학,14099
2022,2022-07-01,금,KT,두산,수원,4781
2022,2022-07-01,금,LG,롯데,잠실,12224
2022,2022-07-02,토,키움,한화,고척,6692
2022,2022-07-02,토,SSG,KIA,문학,23000
2022,2022-07-02,토,KT,두산,수원,10065
2022,2022-07-02,토,LG,롯데,잠실,18750
2022,2022-07-02,토,NC,삼성,창원,9063
2022,2022-07-03,일,키움,한화,고척,5952
2022,2022-07-03,일,SSG,KIA,문학,18666
2022,2022-07-03,일,KT,두산,수원,5749
2022,2022-07-03,일,LG,롯데,잠실,23750
2022,2022-07-03,일,NC,삼성,창원,4725
2022,2022-07-05,화,삼성,LG,대구,4683
2022,2022-07-05,화,SSG,롯데,문학,7773
2022,2022-07-05,화,두산,키움,잠실,4265
2022,2022-07-05,화,한화,NC,한밭,2632
2022,2022-07-06,수,KIA,KT,광주,6269
2022,2022-07-06,수,삼성,LG,대구,4673
2022,2022-07-06,수,SSG,롯데,문학,6859
2022,2022-07-06,수,두산,키움,잠실,2930
2022,2022-07-06,수,한화,NC,한밭,2726
2022,2022-07-07,목,삼성,LG,대구,4989
2022,2022-07-07,목,SSG,롯데,문학,5866
2022,2022-07-07,목,두산,키움,잠실,3781
2022,2022-07-07,목,한화,NC,한밭,3111
2022,2022-07-08,금,키움,NC,고척,2500
2022,2022-07-08,금,KIA,한화,광주,7732
2022,2022-07-08,금,삼성,SSG,대구,5359
2022,2022-07-08,금,KT,롯데,수원,5218
2022,2022-07-08,금,두산,LG,잠실,9875
2022,2022-07-09,토,키움,NC,고척,4459
2022,2022-07-09,토,KIA,한화,광주,13246
2022,2022-07-09,토,삼성,SSG,대구,11924
2022,2022-07-09,토,KT,롯데,수원,13030
2022,2022-07-09,토,두산,LG,잠실,16032
2022,2022-07-10,일,키움,NC,고척,4419
2022,2022-07-10,일,KIA,한화,광주,8387
2022,2022-07-10,일,삼성,SSG,대구,10126
2022,2022-07-10,일,KT,롯데,수원,9656
2022,2022-07-10,일,두산,LG,잠실,10980
2022,2022-07-12,화,SSG,키움,문학,10985
2022,2022-07-12,화,롯데,한화,사직,22890
2022,2022-07-12,화,KT,삼성,수원,3723
2022,2022-07-12,화,LG,KIA,잠실,14517
2022,2022-07-12,화,NC,두산,창원,3522
2022,2022-07-13,수,롯데,한화,사직,10188
2022,2022-07-13,수,NC,두산,창원,2880
2022,2022-07-14,목,SSG,키움,문학,12969
2022,2022-07-14,목,롯데,한화,사직,7653
2022,2022-07-14,목,KT,삼성,수원,4703
2022,2022-07-14,목,LG,KIA,잠실,14590
2022,2022-07-14,목,NC,두산,창원,4659
2022,2022-07-22,금,키움,삼성,고척,4776
2022,2022-07-22,금,롯데,KIA,사직,11010
2022,2022-07-22,금,두산,SSG,잠실,6223
2022,2022-07-22,금,NC,LG,창원,5924
2022,2022-07-22,금,한화,KT,한밭,4010
2022,2022-07-23,토,키움,삼성,고척,7057
2022,2022-07-23,토,롯데,KIA,사직,15526
2022,2022-07-23,토,NC,LG,창원,7934
2022,2022-07-23,토,한화,KT,한밭,5234
2022,2022-07-24,일,키움,삼성,고척,6897
2022,2022-07-24,일,롯데,KIA,사직,10881
2022,2022-07-24,일,두산,SSG,잠실,6216
2022,2022-07-24,일,NC,LG,창원,4034
2022,2022-07-24,일,한화,KT,한밭,3420
2022,2022-07-26,화,KIA,NC,광주,5994
2022,2022-07-26,화,SSG,LG,문학,11063
2022,2022-07-26,화,KT,키움,수원,3631
2022,2022-07-26,화,두산,롯데,잠실,5857
2022,2022-07-26,화,삼성,한화,포항,5431
2022,2022-07-27,수,KIA,NC,광주,5868
2022,2022-07-27,수,SSG,LG,문학,10070
2022,2022-07-27,수,KT,키움,수원,3126
2022,2022-07-27,수,두산,롯데,잠실,5115
2022,2022-07-27,수,삼성,한화,포항,6258
2022,2022-07-28,목,KIA,NC,광주,6166
2022,2022-07-28,목,SSG,LG,문학,15059
2022,2022-07-28,목,KT,키움,수원,4828
2022,2022-07-28,목,두산,롯데,잠실,9820
2022,2022-07-28,목,삼성,한화,포항,7202
2022,2022-07-29,금,KIA,SSG,광주,7755
2022,2022-07-29,금,삼성,롯데,대구,10486
2022,2022-07-29,금,LG,KT,잠실,9114
2022,2022-07-29,금,NC,키움,창원,4796
2022,2022-07-29,금,한화,두산,한밭,3614
2022,2022-07-30,토,KIA,SSG,광주,10836
2022,2022-07-30,토,삼성,롯데,대구,18789
2022,2022-07-30,토,LG,KT,잠실,10589
2022,2022-07-30,토,NC,키움,창원,7150
2022,2022-07-30,토,한화,두산,한밭,5838
2022,2022-07-31,일,KIA,SSG,광주,6408
2022,2022-07-31,일,삼성,롯데,대구,10854
2022,2022-08-02,화,키움,SSG,고척,6941
2022,2022-08-02,화,롯데,LG,사직,7277
2022,2022-08-02,화,한화,KIA,한밭,5151
2022,2022-08-03,수,키움,SSG,고척,7573
2022,2022-08-03,수,롯데,LG,사직,6829
2022,2022-08-03,수,두산,삼성,잠실,6125
2022,2022-08-03,수,NC,KT,창원,4569
2022,2022-08-03,수,한화,KIA,한밭,5238
2022,2022-08-04,목,키움,SSG,고척,6064
2022,2022-08-04,목,롯데,LG,사직,5865
2022,2022-08-04,목,두산,삼성,잠실,7429
2022,2022-08-04,목,NC,KT,창원,3210
2022,2022-08-04,목,한화,KIA,한밭,5586
2022,2022-08-05,금,KIA,두산,광주,7903
2022,2022-08-05,금,SSG,삼성,문학,11962
2022,2022-08-05,금,롯데,NC,사직,6243
2022,2022-08-05,금,KT,한화,수원,6114
2022,2022-08-05,금,LG,키움,잠실,10811
2022,2022-08-06,토,KIA,두산,광주,8652
2022,2022-08-06,토,SSG,삼성,문학,18640
2022,2022-08-06,토,롯데,NC,사직,9584
2022,2022-08-06,토,KT,한화,수원,9636
2022,2022-08-06,토,LG,키움,잠실,11357
2022,2022-08-07,일,KIA,두산,광주,6509
2022,2022-08-07,일,SSG,삼성,문학,15958
2022,2022-08-07,일,롯데,NC,사직,6360
2022,2022-08-07,일,KT,한화,수원,8969
2022,2022-08-07,일,LG,키움,잠실,10396
2022,2022-08-10,수,키움,롯데,고척,4352
2022,2022-08-10,수,삼성,KIA,대구,7722
2022,2022-08-10,수,SSG,KT,문학,6523
2022,2022-08-10,수,두산,NC,잠실,2672
2022,2022-08-11,목,키움,롯데,고척,4515
2022,2022-08-11,목,SSG,KT,문학,6603
2022,2022-08-11,목,두산,NC,잠실,2005
2022,2022-08-12,금,키움,롯데,고척,4710
2022,2022-08-12,금,삼성,KIA,대구,10291
2022,2022-08-12,금,SSG,KT,문학,10093
2022,2022-08-12,금,두산,NC,잠실,3679
2022,2022-08-12,금,한화,LG,한밭,4400
2022,2022-08-13,토,KIA,롯데,광주,12159
2022,2022-08-13,토,KT,삼성,수원,7963
2022,2022-08-13,토,두산,SSG,잠실,6659
2022,2022-08-13,토,한화,키움,한밭,4331
2022,2022-08-14,일,KIA,롯데,광주,11374
2022,2022-08-14,일,KT,삼성,수원,7720
2022,2022-08-14,일,두산,SSG,잠실,6973
2022,2022-08-14,일,NC,LG,창원,7327
2022,2022-08-14,일,한화,키움,한밭,5274
2022,2022-08-16,화,KT,키움,수원,3745
2022,2022-08-16,화,LG,삼성,잠실,9671
2022,2022-08-17,수,KIA,SSG,광주,4330
2022,2022-08-17,수,롯데,두산,사직,3618
2022,2022-08-17,수,KT,키움,수원,3768
2022,2022-08-17,수,LG,삼성,잠실,9180
2022,2022-08-17,수,NC,한화,창원,2663
2022,2022-08-18,목,KIA,NC,광주,4927
2022,2022-08-18,목,SSG,LG,문학,14662
2022,2022-08-18,목,롯데,KT,사직,6316
2022,2022-08-18,목,두산,키움,잠실,3517
2022,2022-08-18,목,한화,삼성,한밭,3023
2022,2022-08-19,금,KIA,NC,광주,5438
2022,2022-08-19,금,롯데,KT,사직,4607
2022,2022-08-19,금,한화,삼성,한밭,3213
2022,2022-08-20,토,키움,SSG,고척,7439
2022,2022-08-20,토,롯데,한화,사직,7376
2022,2022-08-20,토,KT,KIA,수원,19194
2022,2022-08-20,토,LG,두산,잠실,17504
2022,2022-08-21,일,키움,SSG,고척,7183
2022,2022-08-21,일,삼성,NC,대구,11429
2022,2022-08-21,일,롯데,한화,사직,7754
2022,2022-08-21,일,KT,KIA,수원,16158
2022,2022-08-21,일,LG,두산,잠실,14441
2022,2022-08-23,화,키움,KIA,고척,6637
2022,2022-08-23,화,SSG,삼성,문학,8096
2022,2022-08-23,화,두산,KT,잠실,3059
2022,2022-08-23,화,NC,롯데,창원,9211
2022,2022-08-23,화,한화,LG,한밭,2107
2022,2022-08-24,수,키움,KIA,고척,8175
2022,2022-08-24,수,SSG,삼성,문학,8345
2022,2022-08-24,수,두산,KT,잠실,2827
2022,2022-08-24,수,NC,롯데,창원,7479
2022,2022-08-24,수,한화,LG,한밭,2608
2022,2022-08-25,목,롯데,삼성,사직,6844
2022,2022-08-25,목,KT,SSG,수원,5103
2022,2022-08-25,목,LG,KIA,잠실,14262
2022,2022-08-25,목,NC,키움,창원,2712
2022,2022-08-25,목,한화,두산,한밭,2315
2022,2022-08-26,금,롯데,삼성,사직,7483
2022,2022-08-26,금,KT,SSG,수원,6149
2022,2022-08-26,금,LG,KIA,잠실,18154
2022,2022-08-26,금,NC,키움,창원,4856
2022,2022-08-26,금,한화,두산,한밭,3226
2022,2022-08-27,토,KIA,두산,광주,11053
2022,2022-08-27,토,삼성,한화,대구,13729
2022,2022-08-27,토,SSG,롯데,문학,21043
2022,2022-08-27,토,LG,키움,잠실,15250
2022,2022-08-27,토,NC,KT,창원,8977
2022,2022-08-28,일,KIA,두산,광주,8188
2022,2022-08-28,일,삼성,한화,대구,10236
2022,2022-08-28,일,SSG,롯데,문학,20604
2022,2022-08-28,일,LG,키움,잠실,12917
2022,2022-08-28,일,NC,KT,창원,5110
2022,2022-08-30,화,키움,롯데,고척,4381
2022,2022-08-31,수,키움,롯데,고척,6685
2022,2022-08-31,수,삼성,SSG,대구,4314
2022,2022-08-31,수,KT,두산,수원,3798
2022,2022-08-31,수,LG,NC,잠실,8553
2022,2022-08-31,수,한화,KIA,한밭,3513
2022,2022-09-01,목,키움,한화,고척,2799
2022,2022-09-01,목,KIA,삼성,광주,5234
2022,2022-09-01,목,SSG,NC,문학,7804
2022,2022-09-01,목,KT,LG,수원,6888
2022,2022-09-01,목,두산,롯데,잠실,6219
2022,2022-09-02,금,키움,한화,고척,3156
2022,2022-09-02,금,KIA,삼성,광주,6274
2022,2022-09-02,금,SSG,NC,문학,12392
2022,2022-09-02,금,KT,LG,수원,10128
2022,2022-09-02,금,두산,롯데,잠실,8100
2022,2022-09-03,토,KIA,KT,광주,10639
2022,2022-09-03,토,SSG,키움,문학,20347
2022,2022-09-03,토,두산,삼성,잠실,13113
2022,2022-09-03,토,한화,NC,한밭,5547
2022,2022-09-04,일,KIA,KT,광주,7056
2022,2022-09-04,일,롯데,LG,사직,6286
2022,2022-09-04,일,한화,NC,한밭,3743
2022,2022-09-06,화,삼성,키움,대구,3890
2022,2022-09-06,화,KT,한화,수원,3459
2022,2022-09-06,화,롯데,KIA,울산,5060
2022,2022-09-06,화,LG,SSG,잠실,12917
2022,2022-09-06,화,NC,두산,창원,4331
2022,2022-09-07,수,삼성,키움,대구,5093
2022,2022-09-07,수,KT,한화,수원,4364
2022,2022-09-07,수,롯데,KIA,울산,7380
2022,2022-09-07,수,LG,SSG,잠실,15185
2022,2022-09-07,수,NC,두산,창원,8070
2022,2022-09-08,목,키움,LG,고척,6505
2022,2022-09-08,목,삼성,롯데,대구,13125
2022,2022-09-08,목,SSG,KIA,문학,16148
2022,2022-09-08,목,KT,NC,수원,3651
2022,2022-09-08,목,두산,한화,잠실,4757
2022,2022-09-09,금,키움,LG,고척,10074
2022,2022-09-09,금,삼성,롯데,대구,12634
2022,2022-09-09,금,SSG,KIA,문학,20951
2022,2022-09-09,금,KT,NC,수원,5966
2022,2022-09-09,금,두산,한화,잠실,5691
2022,2022-09-10,토,키움,KT,고척,4017
2022,2022-09-10,토,삼성,LG,대구,11995
2022,2022-09-10,토,롯데,NC,사직,11091
2022,2022-09-10,토,두산,KIA,잠실,13433
2022,2022-09-10,토,한화,SSG,한밭,5236
2022,2022-09-11,일,키움,KT,고척,5009
2022,2022-09-11,일,삼성,LG,대구,15446
2022,2022-09-11,일,롯데,NC,사직,12343
2022,2022-09-11,일,두산,KIA,잠실,20681
2022,2022-09-11,일,한화,SSG,한밭,7863
2022,2022-09-13,화,KIA,키움,광주,3507
2022,2022-09-13,화,롯데,SSG,사직,4570
2022,2022-09-13,화,두산,LG,잠실,6803
2022,2022-09-13,화,NC,삼성,창원,3780
2022,2022-09-13,화,한화,KT,한밭,2723
2022,2022-09-14,수,KIA,키움,광주,5175
2022,2022-09-14,수,롯데,SSG,사직,4179
2022,2022-09-14,수,두산,LG,잠실,7098
2022,2022-09-14,수,NC,삼성,창원,4084
2022,2022-09-14,수,한화,KT,한밭,2777
2022,2022-09-15,목,KIA,한화,광주,5158
2022,2022-09-15,목,삼성,두산,대구,5374
2022,2022-09-15,목,롯데,키움,사직,5133
2022,2022-09-15,목,LG,KT,잠실,9614
2022,2022-09-15,목,NC,SSG,창원,3851
2022,2022-09-16,금,KIA,한화,광주,8642
2022,2022-09-16,금,삼성,두산,대구,6576
2022,2022-09-16,금,롯데,키움,사직,8567
2022,2022-09-16,금,NC,SSG,창원,5680
2022,2022-09-17,토,키움,NC,고척,5827
2022,2022-09-17,토,삼성,KIA,대구,15130
2022,2022-09-17,토,SSG,두산,문학,20871
2022,2022-09-17,토,KT,롯데,수원,14944
2022,2022-09-17,토,LG,한화,잠실,20104
2022,2022-09-18,일,키움,NC,고척,4128
2022,2022-09-18,일,삼성,KIA,대구,12340
2022,2022-09-18,일,SSG,두산,문학,17684
2022,2022-09-18,일,KT,롯데,수원,16612
2022,2022-09-18,일,LG,한화,잠실,16798
2022,2022-09-20,화,키움,삼성,고척,4851
2022,2022-09-20,화,KIA,LG,광주,5992
2022,2022-09-20,화,SSG,KT,문학,10066
2022,2022-09-20,화,두산,NC,잠실,7386
2022,2022-09-20,화,한화,롯데,한밭,5515
2022,2022-09-21,수,키움,삼성,고척,5407
2022,2022-09-21,수,KIA,LG,광주,6633
2022,2022-09-21,수,SSG,KT,문학,10359
2022,2022-09-21,수,두산,NC,잠실,4683
2022,2022-09-21,수,한화,롯데,한밭,4291
2022,2022-09-22,목,키움,두산,고척,3063
2022,2022-09-22,목,삼성,KT,대구,6006
2022,2022-09-22,목,SSG,한화,문학,11471
2022,2022-09-22,목,LG,롯데,잠실,18034
2022,2022-09-22,목,NC,KIA,창원,7340
2022,2022-09-23,금,키움,두산,고척,4040
2022,2022-09-23,금,삼성,KT,대구,8056
2022,2022-09-23,금,SSG,한화,문학,16353
2022,2022-09-23,금,LG,롯데,잠실,19377
2022,2022-09-23,금,NC,KIA,창원,9871
2022,2022-09-24,토,키움,롯데,고척,9442
2022,2022-09-24,토,SSG,두산,문학,19253
2022,2022-09-24,토,LG,한화,잠실,16775
2022,2022-09-24,토,NC,KIA,창원,12938
2022,2022-09-25,일,삼성,KIA,대구,17730
2022,2022-09-25,일,SSG,LG,문학,23000
2022,2022-09-25,일,두산,한화,잠실,9590
2022,2022-09-25,일,NC,KT,창원,5148
2022,2022-09-27,화,KT,두산,수원,4196
2022,2022-09-27,화,NC,키움,창원,2571
2022,2022-09-27,화,한화,LG,한밭,3110
2022,2022-09-28,수,KT,두산,수원,5220
2022,2022-09-28,수,NC,삼성,창원,5164
2022,2022-09-28,수,한화,LG,한밭,2845
2022,2022-09-29,목,KIA,롯데,광주,6294
2022,2022-09-29,목,삼성,NC,대구,7703
2022,2022-09-29,목,SSG,키움,문학,13358
2022,2022-09-29,목,LG,KT,잠실,10859
2022,2022-09-29,목,한화,두산,한밭,2018
2022,2022-09-30,금,삼성,두산,대구,9081
2022,2022-09-30,금,SSG,키움,문학,20422
2022,2022-09-30,금,LG,NC,잠실,11076
2022,2022-09-30,금,한화,롯데,한밭,4025
2022,2022-10-01,토,KIA,SSG,광주,13341
2022,2022-10-01,토,삼성,두산,대구,15964
2022,2022-10-01,토,LG,NC,잠실,17282
2022,2022-10-02,일,롯데,두산,사직,14088
2022,2022-10-02,일,LG,NC,잠실,15711
2022,2022-10-02,일,한화,KIA,한밭,11336
2022,2022-10-03,월,롯데,두산,사직,11162
2022,2022-10-03,월,한화,SSG,한밭,7023
2022,2022-10-04,화,KT,삼성,수원,5451
2022,2022-10-04,화,LG,KIA,잠실,13385
2022,2022-10-05,수,KIA,LG,광주,5487
2022,2022-10-05,수,KT,삼성,수원,7226
2022,2022-10-05,수,두산,SSG,잠실,9474
2022,2022-10-05,수,NC,롯데,창원,11326
2022,2022-10-06,목,KIA,LG,광주,5209
2022,2022-10-06,목,두산,삼성,잠실,7350
2022,2022-10-06,목,NC,SSG,창원,6064
2022,2022-10-06,목,한화,키움,한밭,9802
2022,2022-10-07,금,KIA,KT,광주,15175
2022,2022-10-07,금,두산,삼성,잠실,11681
2022,2022-10-07,금,NC,LG,창원,6257
2022,2022-10-08,토,KIA,KT,광주,17231
2022,2022-10-08,토,삼성,SSG,대구,24000
2022,2022-10-08,토,롯데,LG,사직,22990
2022,2022-10-08,토,두산,키움,잠실,23511
2022,2022-10-08,토,NC,한화,창원,12462
2022,2022-10-10,월,KT,NC,수원,10535
2022,2022-10-11,화,LG,KT,잠실,10092
2023,2023-04-01,토,키움,한화,고척,16000
2023,2023-04-01,토,삼성,NC,대구,24000
2023,2023-04-01,토,SSG,KIA,문학,23000
2023,2023-04-01,토,KT,LG,수원,18700
2023,2023-04-01,토,두산,롯데,잠실,23750
2023,2023-04-02,일,키움,한화,고척,11562
2023,2023-04-02,일,삼성,NC,대구,18483
2023,2023-04-02,일,SSG,KIA,문학,23000
2023,2023-04-02,일,KT,LG,수원,14700
2023,2023-04-02,일,두산,롯데,잠실,23750
2023,2023-04-04,화,키움,LG,고척,4510
2023,2023-04-04,화,삼성,한화,대구,5936
2023,2023-04-04,화,SSG,롯데,문학,5809
2023,2023-04-04,화,두산,NC,잠실,3924
2023,2023-04-05,수,키움,LG,고척,4194
2023,2023-04-05,수,두산,NC,잠실,2172
2023,2023-04-06,목,키움,LG,고척,4556
2023,2023-04-06,목,삼성,한화,대구,6525
2023,2023-04-06,목,두산,NC,잠실,3724
2023,2023-04-07,금,KIA,두산,광주,12821
2023,2023-04-07,금,롯데,KT,사직,14734
2023,2023-04-07,금,LG,삼성,잠실,17201
2023,2023-04-07,금,NC,키움,창원,6867
2023,2023-04-07,금,한화,SSG,한밭,10415
2023,2023-04-08,토,KIA,두산,광주,16432
2023,2023-04-08,토,롯데,KT,사직,16555
2023,2023-04-08,토,LG,삼성,잠실,22141
2023,2023-04-08,토,NC,키움,창원,9763
2023,2023-04-08,토,한화,SSG,한밭,11232
2023,2023-04-09,일,KIA,두산,광주,14070
2023,2023-04-09,일,롯데,KT,사직,12283
2023,2023-04-09,일,LG,삼성,잠실,20439
2023,2023-04-09,일,NC,키움,창원,7686
2023,2023-04-09,일,한화,SSG,한밭,9455
2023,2023-04-11,화,KIA,한화,광주,3623
2023,2023-04-11,화,삼성,SSG,대구,3907
2023,2023-04-11,화,롯데,LG,사직,5286
2023,2023-04-11,화,두산,키움,잠실,4372
2023,2023-04-11,화,NC,KT,창원,2069
2023,2023-04-12,수,KIA,한화,광주,5252
2023,2023-04-12,수,삼성,SSG,대구,5405
2023,2023-04-12,수,롯데,LG,사직,6519
2023,2023-04-12,수,NC,KT,창원,2448
2023,2023-04-13,목,KIA,한화,광주,5457
2023,2023-04-13,목,삼성,SSG,대구,4648
2023,2023-04-13,목,롯데,LG,사직,6505
2023,2023-04-13,목,두산,키움,잠실,6917
2023,2023-04-13,목,NC,KT,창원,3174
2023,2023-04-14,금,키움,KIA,고척,8043
2023,2023-04-14,금,삼성,롯데,대구,9124
2023,2023-04-14,금,SSG,NC,문학,8218
2023,2023-04-14,금,KT,한화,수원,7145
2023,2023-04-14,금,LG,두산,잠실,16528
2023,2023-04-15,토,키움,KIA,고척,13752
2023,2023-04-15,토,삼성,롯데,대구,18231
2023,2023-04-15,토,SSG,NC,문학,13956
2023,2023-04-15,토,KT,한화,수원,13212
2023,2023-04-15,토,LG,두산,잠실,21243
2023,2023-04-16,일,키움,KIA,고척,11265
2023,2023-04-16,일,삼성,롯데,대구,16076
2023,2023-04-16,일,SSG,NC,문학,13460
2023,2023-04-16,일,KT,한화,수원,13010
2023,2023-04-16,일,LG,두산,잠실,20090
2023,2023-04-18,화,키움,삼성,고척,3104
2023,2023-04-18,화,롯데,KIA,사직,3829
2023,2023-04-18,화,KT,SSG,수원,3398
2023,2023-04-18,화,LG,NC,잠실,6574
2023,2023-04-18,화,한화,두산,한밭,4012
2023,2023-04-19,수,키움,삼성,고척,3869
2023,2023-04-19,수,롯데,KIA,사직,4869
2023,2023-04-19,수,KT,SSG,수원,3405
2023,2023-04-19,수,LG,NC,잠실,7090
2023,2023-04-19,수,한화,두산,한밭,4212
2023,2023-04-20,목,키움,삼성,고척,3918
2023,2023-04-20,목,롯데,KIA,사직,6423
2023,2023-04-20,목,KT,SSG,수원,4472
2023,2023-04-20,목,LG,NC,잠실,9090
2023,2023-04-20,목,한화,두산,한밭,4122
2023,2023-04-21,금,KIA,삼성,광주,6870
2023,2023-04-21,금,SSG,키움,문학,12374
2023,2023-04-21,금,두산,KT,잠실,6896
2023,2023-04-21,금,NC,롯데,창원,12613
2023,2023-04-21,금,한화,LG,한밭,6004
2023,2023-04-22,토,KIA,삼성,광주,12990
2023,2023-04-22,토,SSG,키움,문학,16535
2023,2023-04-22,토,두산,KT,잠실,13410
2023,2023-04-22,토,NC,롯데,창원,15130
2023,2023-04-22,토,한화,LG,한밭,11152
2023,2023-04-23,일,KIA,삼성,광주,10026
2023,2023-04-23,일,SSG,키움,문학,15878
2023,2023-04-23,일,두산,KT,잠실,10151
2023,2023-04-23,일,NC,롯데,창원,13286
2023,2023-04-23,일,한화,LG,한밭,9023
2023,2023-04-25,화,키움,KT,고척,2956
2023,2023-04-25,화,KIA,NC,광주,2216
2023,2023-04-25,화,LG,SSG,잠실,7344
2023,2023-04-26,수,키움,KT,고척,2489
2023,2023-04-26,수,KIA,NC,광주,4798
2023,2023-04-26,수,삼성,두산,대구,9213
2023,2023-04-26,수,롯데,한화,사직,7905
2023,2023-04-26,수,LG,SSG,잠실,10419
2023,2023-04-27,목,키움,KT,고척,3024
2023,2023-04-27,목,KIA,NC,광주,6017
2023,2023-04-27,목,삼성,두산,대구,8473
2023,2023-04-27,목,롯데,한화,사직,10393
2023,2023-04-27,목,LG,SSG,잠실,13061
2023,2023-04-28,금,SSG,두산,문학,14909
2023,2023-04-28,금,롯데,키움,사직,14343
2023,2023-04-28,금,KT,삼성,수원,7314
2023,2023-04-28,금,LG,KIA,잠실,22695
2023,2023-04-28,금,한화,NC,한밭,7242
2023,2023-04-29,토,SSG,두산,문학,20180
2023,2023-04-29,토,KT,삼성,수원,12039
2023,2023-04-29,토,LG,KIA,잠실,23750
2023,2023-04-29,토,한화,NC,한밭,7813
2023,2023-04-30,일,SSG,두산,문학,21026
2023,2023-04-30,일,롯데,키움,사직,22990
2023,2023-04-30,일,KT,삼성,수원,14582
2023,2023-04-30,일,LG,KIA,잠실,23750
2023,2023-04-30,일,한화,NC,한밭,10442
2023,2023-05-02,화,KIA,롯데,광주,8892
2023,2023-05-02,화,삼성,키움,대구,10624
2023,2023-05-02,화,SSG,KT,문학,6950
2023,2023-05-02,화,두산,한화,잠실,9834
2023,2023-05-02,화,NC,LG,창원,3939
2023,2023-05-03,수,KIA,롯데,광주,13815
2023,2023-05-03,수,삼성,키움,대구,13394
2023,2023-05-03,수,SSG,KT,문학,7703
2023,2023-05-03,수,두산,한화,잠실,14271
2023,2023-05-03,수,NC,LG,창원,4874
2023,2023-05-04,목,삼성,키움,대구,12076
2023,2023-05-04,목,SSG,KT,문학,7529
2023,2023-05-04,목,두산,한화,잠실,10825
2023,2023-05-05,금,키움,SSG,고척,16000
2023,2023-05-06,토,키움,SSG,고척,11063
2023,2023-05-07,일,키움,SSG,고척,7623
2023,2023-05-07,일,두산,LG,잠실,22073
2023,2023-05-07,일,한화,KT,한밭,8551
2023,2023-05-09,화,KIA,SSG,광주,8916
2023,2023-05-09,화,롯데,두산,사직,11643
2023,2023-05-09,화,KT,NC,수원,2764
2023,2023-05-09,화,LG,키움,잠실,10421
2023,2023-05-09,화,한화,삼성,한밭,5014
2023,2023-05-10,수,KIA,SSG,광주,8481
2023,2023-05-10,수,롯데,두산,사직,11435
2023,2023-05-10,수,KT,NC,수원,3734
2023,2023-05-10,수,LG,키움,잠실,12125
2023,2023-05-10,수,한화,삼성,한밭,5865
2023,2023-05-11,목,KIA,SSG,광주,8898
2023,2023-05-11,목,롯데,두산,사직,13350
2023,2023-05-11,목,KT,NC,수원,3934
2023,2023-05-11,목,LG,키움,잠실,11773
2023,2023-05-11,목,한화,삼성,한밭,6007
2023,2023-05-12,금,키움,NC,고척,3866
2023,2023-05-12,금,삼성,LG,대구,13765
2023,2023-05-12,금,SSG,한화,문학,14395
2023,2023-05-12,금,KT,롯데,수원,10937
2023,2023-05-12,금,두산,KIA,잠실,20563
2023,2023-05-13,토,키움,NC,고척,6573
2023,2023-05-13,토,삼성,LG,대구,21817
2023,2023-05-13,토,SSG,한화,문학,23000
2023,2023-05-13,토,KT,롯데,수원,18700
2023,2023-05-13,토,두산,KIA,잠실,23750
2023,2023-05-14,일,키움,NC,고척,5634
2023,2023-05-14,일,삼성,LG,대구,18569
2023,2023-05-14,일,SSG,한화,문학,20757
2023,2023-05-14,일,KT,롯데,수원,15470
2023,2023-05-14,일,두산,KIA,잠실,23750
2023,2023-05-16,화,키움,두산,고척,5662
2023,2023-05-16,화,삼성,KIA,대구,9112
2023,2023-05-16,화,LG,KT,잠실,8567
2023,2023-05-16,화,NC,SSG,창원,4113
2023,2023-05-16,화,한화,롯데,한밭,6138
2023,2023-05-17,수,키움,두산,고척,5232
2023,2023-05-17,수,삼성,KIA,대구,10979
2023,2023-05-17,수,LG,KT,잠실,9838
2023,2023-05-17,수,NC,SSG,창원,4344
2023,2023-05-17,수,한화,롯데,한밭,6269
2023,2023-05-18,목,키움,두산,고척,5742
2023,2023-05-18,목,LG,KT,잠실,9155
2023,2023-05-18,목,한화,롯데,한밭,6116
2023,2023-05-19,금,KIA,키움,광주,11290
2023,2023-05-19,금,롯데,SSG,사직,19011
2023,2023-05-19,금,KT,두산,수원,6817
2023,2023-05-19,금,LG,한화,잠실,19798
2023,2023-05-19,금,NC,삼성,창원,8493
2023,2023-05-20,토,KIA,키움,광주,19030
2023,2023-05-20,토,롯데,SSG,사직,22990
2023,2023-05-20,토,KT,두산,수원,13253
2023,2023-05-20,토,LG,한화,잠실,23750
2023,2023-05-20,토,NC,삼성,창원,14870
2023,2023-05-21,일,KIA,키움,광주,14617
2023,2023-05-21,일,롯데,SSG,사직,22990
2023,2023-05-21,일,KT,두산,수원,10521
