season,date,dow,home,away,stadium,crowd
2021,2021-04-03,토,키움,삼성,고척,1665
2021,2021-04-04,일,키움,삼성,고척,1655
2021,2021-04-04,일,SSG,롯데,문학,2300
2021,2021-04-04,일,KT,한화,수원,1956
2021,2021-04-04,일,두산,KIA,잠실,2410
2021,2021-04-04,일,NC,LG,창원,4376
2021,2021-04-06,화,키움,KIA,고척,1614
2021,2021-04-06,화,SSG,한화,문학,2268
2021,2021-04-06,화,KT,LG,수원,1956
2021,2021-04-06,화,두산,삼성,잠실,2245
2021,2021-04-06,화,NC,롯데,창원,2327
2021,2021-04-07,수,키움,KIA,고척,1628
2021,2021-04-07,수,SSG,한화,문학,2264
2021,2021-04-07,수,KT,LG,수원,1706
2021,2021-04-07,수,두산,삼성,잠실,2142
2021,2021-04-07,수,NC,롯데,창원,2225
2021,2021-04-08,목,키움,KIA,고척,1660
2021,2021-04-08,목,SSG,한화,문학,2278
2021,2021-04-08,목,KT,LG,수원,1605
2021,2021-04-08,목,두산,삼성,잠실,2273
2021,2021-04-08,목,NC,롯데,창원,2261
2021,2021-04-09,금,KIA,NC,광주,3869
2021,2021-04-09,금,삼성,KT,대구,2724
2021,2021-04-09,금,롯데,키움,사직,2364
2021,2021-04-09,금,LG,SSG,잠실,2414
2021,2021-04-09,금,한화,두산,한밭,1300
2021,2021-04-10,토,KIA,NC,광주,4114
2021,2021-04-10,토,삼성,KT,대구,3813
2021,2021-04-10,토,롯데,키움,사직,2364
2021,2021-04-10,토,LG,SSG,잠실,2431
2021,2021-04-10,토,한화,두산,한밭,1300
2021,2021-04-11,일,KIA,NC,광주,4264
2021,2021-04-11,일,삼성,KT,대구,4658
2021,2021-04-11,일,롯데,키움,사직,2364
2021,2021-04-11,일,LG,SSG,잠실,2454
2021,2021-04-11,일,한화,두산,한밭,1300
2021,2021-04-13,화,키움,LG,고척,1479
2021,2021-04-13,화,KIA,롯데,광주,808
2021,2021-04-13,화,삼성,한화,대구,1363
2021,2021-04-13,화,SSG,NC,문학,1632
2021,2021-04-13,화,두산,KT,잠실,1128
2021,2021-04-14,수,키움,LG,고척,1311
2021,2021-04-14,수,KIA,롯데,광주,884
2021,2021-04-14,수,삼성,한화,대구,1564
2021,2021-04-14,수,SSG,NC,문학,1571
2021,2021-04-14,수,두산,KT,잠실,1038
2021,2021-04-15,목,키움,LG,고척,1354
2021,2021-04-15,목,KIA,롯데,광주,1503
2021,2021-04-15,목,삼성,한화,대구,1728
2021,2021-04-15,목,SSG,NC,문학,1539
2021,2021-04-15,목,두산,KT,잠실,1124
2021,2021-04-16,금,SSG,KIA,문학,2300
2021,2021-04-16,금,롯데,삼성,사직,1927
2021,2021-04-16,금,KT,키움,수원,929
2021,2021-04-16,금,LG,두산,잠실,2442
2021,2021-04-16,금,NC,한화,창원,5061
2021,2021-04-17,토,SSG,KIA,문학,2300
2021,2021-04-17,토,롯데,삼성,사직,2364
2021,2021-04-17,토,KT,키움,수원,1658
2021,2021-04-17,토,LG,두산,잠실,2472
2021,2021-04-17,토,NC,한화,창원,3495
2021,2021-04-18,일,SSG,KIA,문학,2300
2021,2021-04-18,일,롯데,삼성,사직,2364
2021,2021-04-18,일,KT,키움,수원,1956
2021,2021-04-18,일,LG,두산,잠실,2472
2021,2021-04-18,일,NC,한화,창원,2632
2021,2021-04-20,화,삼성,SSG,대구,2104
2021,2021-04-20,화,롯데,두산,사직,1197
2021,2021-04-20,화,LG,KIA,잠실,2453
2021,2021-04-20,화,NC,KT,창원,1229
2021,2021-04-20,화,한화,키움,한밭,1003
2021,2021-04-21,수,삼성,SSG,대구,2823
2021,2021-04-21,수,롯데,두산,사직,1278
2021,2021-04-21,수,LG,KIA,잠실,2457
2021,2021-04-21,수,NC,KT,창원,1103
2021,2021-04-21,수,한화,키움,한밭,1007
2021,2021-04-22,목,삼성,SSG,대구,2636
2021,2021-04-22,목,롯데,두산,사직,1686
2021,2021-04-22,목,LG,KIA,잠실,2472
2021,2021-04-22,목,NC,KT,창원,1393
2021,2021-04-22,목,한화,키움,한밭,1071
2021,2021-04-23,금,키움,SSG,고척,1258
2021,2021-04-23,금,KIA,삼성,광주,1318
2021,2021-04-23,금,KT,롯데,수원,1544
2021,2021-04-23,금,두산,NC,잠실,2225
2021,2021-04-23,금,한화,LG,한밭,1300
2021,2021-04-24,토,키움,SSG,고척,1638
2021,2021-04-24,토,KIA,삼성,광주,2808
2021,2021-04-24,토,KT,롯데,수원,1956
2021,2021-04-24,토,두산,NC,잠실,2410
2021,2021-04-24,토,한화,LG,한밭,1300
2021,2021-04-25,일,키움,SSG,고척,1640
2021,2021-04-25,일,KIA,삼성,광주,2749
2021,2021-04-25,일,KT,롯데,수원,1956
2021,2021-04-25,일,두산,NC,잠실,2410
2021,2021-04-25,일,한화,LG,한밭,1300
2021,2021-04-27,화,키움,두산,고척,1166
2021,2021-04-27,화,KIA,한화,광주,898
2021,2021-04-27,화,삼성,NC,대구,2528
2021,2021-04-27,화,SSG,KT,문학,1756
2021,2021-04-27,화,LG,롯데,잠실,2347
2021,2021-04-28,수,키움,두산,고척,1213
2021,2021-04-28,수,KIA,한화,광주,1502
2021,2021-04-28,수,삼성,NC,대구,2130
2021,2021-04-28,수,SSG,KT,문학,1797
2021,2021-04-28,수,LG,롯데,잠실,2455
2021,2021-04-29,목,키움,두산,고척,1394
2021,2021-04-29,목,KIA,한화,광주,1478
2021,2021-04-29,목,삼성,NC,대구,2628
2021,2021-04-29,목,SSG,KT,문학,2132
2021,2021-04-29,목,LG,롯데,잠실,2472
2021,2021-04-30,금,삼성,LG,대구,4161
2021,2021-04-30,금,롯데,한화,사직,2271
2021,2021-04-30,금,KT,KIA,수원,1956
2021,2021-04-30,금,두산,SSG,잠실,2410
2021,2021-04-30,금,NC,키움,창원,1909
2021,2021-05-01,토,삼성,LG,대구,7033
2021,2021-05-01,토,롯데,한화,사직,2351
2021,2021-05-01,토,KT,KIA,수원,1956
2021,2021-05-01,토,두산,SSG,잠실,2427
2021,2021-05-01,토,NC,키움,창원,2694
2021,2021-05-02,일,삼성,LG,대구,7033
2021,2021-05-02,일,롯데,한화,사직,2364
2021,2021-05-02,일,KT,KIA,수원,1956
2021,2021-05-02,일,두산,SSG,잠실,2427
2021,2021-05-02,일,NC,키움,창원,2066
2021,2021-05-05,수,키움,KT,고척,1674
2021,2021-05-05,수,롯데,KIA,사직,2364
2021,2021-05-05,수,두산,LG,잠실,2427
2021,2021-05-05,수,NC,SSG,창원,4768
2021,2021-05-05,수,한화,삼성,한밭,3900
2021,2021-05-06,목,키움,KT,고척,957
2021,2021-05-06,목,롯데,KIA,사직,2068
2021,2021-05-06,목,두산,LG,잠실,2427
2021,2021-05-06,목,NC,SSG,창원,1980
2021,2021-05-06,목,한화,삼성,한밭,2522
2021,2021-05-07,금,삼성,롯데,대구,5960
2021,2021-05-08,토,KIA,두산,광주,2462
2021,2021-05-08,토,삼성,롯데,대구,7033
2021,2021-05-08,토,SSG,키움,문학,2300
2021,2021-05-08,토,KT,NC,수원,1566
2021,2021-05-08,토,LG,한화,잠실,2441
2021,2021-05-09,일,KIA,두산,광주,2646
2021,2021-05-09,일,KIA,두산,광주,1142
2021,2021-05-09,일,삼성,롯데,대구,7033
2021,2021-05-09,일,SSG,키움,문학,2300
2021,2021-05-09,일,SSG,키움,문학,2156
2021,2021-05-09,일,KT,NC,수원,1759
2021,2021-05-09,일,KT,NC,수원,845
2021,2021-05-09,일,LG,한화,잠실,2472
2021,2021-05-09,일,LG,한화,잠실,2472
2021,2021-05-11,화,KIA,LG,광주,1047
2021,2021-05-11,화,롯데,SSG,사직,1915
2021,2021-05-11,화,KT,삼성,수원,1646
2021,2021-05-11,화,두산,키움,잠실,1606
2021,2021-05-11,화,한화,NC,한밭,1065
2021,2021-05-12,수,KIA,LG,광주,1337
2021,2021-05-12,수,롯데,SSG,사직,1529
2021,2021-05-12,수,KT,삼성,수원,1608
2021,2021-05-12,수,두산,키움,잠실,1628
2021,2021-05-12,수,한화,NC,한밭,1007
2021,2021-05-13,목,KIA,LG,광주,1168
2021,2021-05-13,목,롯데,SSG,사직,1823
2021,2021-05-13,목,KT,삼성,수원,1956
2021,2021-05-13,목,두산,키움,잠실,1896
2021,2021-05-13,목,한화,NC,한밭,1103
2021,2021-05-14,금,키움,한화,고척,1563
2021,2021-05-14,금,SSG,두산,문학,2300
2021,2021-05-14,금,롯데,KT,사직,1816
2021,2021-05-14,금,LG,삼성,잠실,2472
2021,2021-05-14,금,NC,KIA,창원,2329
2021,2021-05-15,토,키움,한화,고척,1674
2021,2021-05-15,토,롯데,KT,사직,1365
2021,2021-05-15,토,LG,삼성,잠실,2455
2021,2021-05-15,토,NC,KIA,창원,1590
2021,2021-05-16,일,키움,한화,고척,1674
2021,2021-05-17,월,SSG,두산,문학,1664
2021,2021-05-17,월,LG,삼성,잠실,1975
2021,2021-05-18,화,KIA,SSG,광주,2446
2021,2021-05-18,화,삼성,키움,대구,4225
2021,2021-05-18,화,KT,두산,수원,1722
2021,2021-05-18,화,LG,NC,잠실,2428
2021,2021-05-18,화,한화,롯데,한밭,1927
2021,2021-05-19,수,KIA,SSG,광주,3378
2021,2021-05-19,수,삼성,키움,대구,7033
2021,2021-05-19,수,KT,두산,수원,1956
2021,2021-05-19,수,LG,NC,잠실,2472
2021,2021-05-19,수,한화,롯데,한밭,3900
2021,2021-05-20,목,LG,NC,잠실,1929
2021,2021-05-21,금,키움,NC,고척,1009
2021,2021-05-21,금,삼성,KIA,대구,3495
2021,2021-05-21,금,SSG,LG,문학,2300
2021,2021-05-21,금,두산,롯데,잠실,2427
2021,2021-05-21,금,한화,KT,한밭,948
2021,2021-05-22,토,키움,NC,고척,1674
2021,2021-05-22,토,삼성,KIA,대구,7033
2021,2021-05-22,토,SSG,LG,문학,2300
2021,2021-05-22,토,두산,롯데,잠실,2427
2021,2021-05-22,토,한화,KT,한밭,3103
2021,2021-05-23,일,키움,NC,고척,1618
2021,2021-05-23,일,삼성,KIA,대구,6780
2021,2021-05-23,일,SSG,LG,문학,2300
2021,2021-05-23,일,두산,롯데,잠실,2427
2021,2021-05-23,일,한화,KT,한밭,2516
2021,2021-05-26,수,KIA,키움,광주,1003
2021,2021-05-26,수,롯데,LG,사직,1536
2021,2021-05-26,수,KT,SSG,수원,1420
2021,2021-05-26,수,두산,한화,잠실,2385
2021,2021-05-26,수,NC,삼성,창원,2199
2021,2021-05-27,목,KIA,키움,광주,1047
2021,2021-05-27,목,롯데,LG,사직,1310
2021,2021-05-27,목,KT,SSG,수원,1141
2021,2021-05-27,목,두산,한화,잠실,2085
2021,2021-05-27,목,NC,삼성,창원,1763
2021,2021-05-28,금,KIA,KT,광주,1032
2021,2021-05-28,금,삼성,두산,대구,4027
2021,2021-05-28,금,LG,키움,잠실,2409
2021,2021-05-28,금,한화,SSG,한밭,1663
2021,2021-05-29,토,KIA,KT,광주,2352
2021,2021-05-29,토,삼성,두산,대구,7033
2021,2021-05-29,토,롯데,NC,사직,1544
2021,2021-05-29,토,롯데,NC,사직,3527
2021,2021-05-29,토,LG,키움,잠실,2429
2021,2021-05-29,토,한화,SSG,한밭,3900
2021,2021-05-30,일,KIA,KT,광주,3179
2021,2021-05-30,일,삼성,두산,대구,6500
2021,2021-05-30,일,롯데,NC,사직,2874
2021,2021-05-30,일,LG,키움,잠실,2472
2021,2021-05-30,일,한화,SSG,한밭,2987
2021,2021-06-01,화,키움,롯데,고척,1090
2021,2021-06-01,화,SSG,삼성,문학,2300
2021,2021-06-01,화,LG,KT,잠실,1656
2021,2021-06-01,화,NC,두산,창원,1414
2021,2021-06-01,화,한화,KIA,한밭,1133
2021,2021-06-02,수,키움,롯데,고척,1048
2021,2021-06-02,수,SSG,삼성,문학,2300
2021,2021-06-02,수,LG,KT,잠실,1820
2021,2021-06-02,수,NC,두산,창원,1354
2021,2021-06-02,수,한화,KIA,한밭,1474
2021,2021-06-03,목,키움,롯데,고척,1197
2021,2021-06-04,금,키움,삼성,고척,1585
2021,2021-06-04,금,KIA,LG,광주,1230
2021,2021-06-04,금,KT,롯데,수원,1709
2021,2021-06-04,금,두산,SSG,잠실,2427
2021,2021-06-04,금,NC,한화,창원,1742
2021,2021-06-05,토,키움,삼성,고척,1674
2021,2021-06-05,토,KIA,LG,광주,2983
2021,2021-06-05,토,KT,롯데,수원,2000
2021,2021-06-05,토,두산,SSG,잠실,2427
2021,2021-06-05,토,NC,한화,창원,3365
2021,2021-06-06,일,키움,삼성,고척,1674
2021,2021-06-06,일,KIA,LG,광주,1807
2021,2021-06-06,일,KT,롯데,수원,2000
2021,2021-06-06,일,두산,SSG,잠실,2427
2021,2021-06-06,일,NC,한화,창원,2296
2021,2021-06-08,화,삼성,KIA,대구,1241
2021,2021-06-08,화,SSG,KT,문학,1902
2021,2021-06-08,화,롯데,두산,사직,1285
2021,2021-06-08,화,LG,NC,잠실,1847
2021,2021-06-08,화,한화,키움,한밭,936
2021,2021-06-09,수,삼성,KIA,대구,1341
2021,2021-06-09,수,SSG,KT,문학,1792
2021,2021-06-09,수,롯데,두산,사직,1308
2021,2021-06-09,수,LG,NC,잠실,1736
2021,2021-06-09,수,한화,키움,한밭,920
2021,2021-06-10,목,삼성,KIA,대구,1597
2021,2021-06-10,목,롯데,두산,사직,1422
2021,2021-06-10,목,LG,NC,잠실,1624
2021,2021-06-10,목,한화,키움,한밭,872
2021,2021-06-11,금,삼성,NC,대구,1233
2021,2021-06-11,금,SSG,키움,문학,2231
2021,2021-06-11,금,KT,한화,수원,1661
2021,2021-06-11,금,LG,두산,잠실,2472
2021,2021-06-12,토,삼성,NC,대구,2317
2021,2021-06-12,토,SSG,키움,문학,2300
2021,2021-06-12,토,KT,한화,수원,2000
2021,2021-06-12,토,LG,두산,잠실,2472
2021,2021-06-13,일,삼성,NC,대구,2240
2021,2021-06-13,일,SSG,키움,문학,2300
2021,2021-06-13,일,롯데,KIA,사직,2119
2021,2021-06-13,일,롯데,KIA,사직,2284
2021,2021-06-13,일,KT,한화,수원,2000
2021,2021-06-13,일,LG,두산,잠실,2472
2021,2021-06-15,화,키움,LG,고척,1348
2021,2021-06-15,화,두산,삼성,잠실,2706
2021,2021-06-15,화,한화,롯데,한밭,1067
2021,2021-06-16,수,키움,LG,고척,1445
2021,2021-06-16,수,KIA,SSG,광주,573
2021,2021-06-16,수,KIA,SSG,광주,916
2021,2021-06-16,수,두산,삼성,잠실,3702
2021,2021-06-16,수,NC,KT,창원,1127
2021,2021-06-16,수,한화,롯데,한밭,805
2021,2021-06-16,수,한화,롯데,한밭,1150
2021,2021-06-17,목,키움,LG,고척,1739
2021,2021-06-17,목,KIA,SSG,광주,925
2021,2021-06-17,목,두산,삼성,잠실,3258
2021,2021-06-17,목,NC,KT,창원,1143
2021,2021-06-17,목,한화,롯데,한밭,1078
2021,2021-06-18,금,롯데,삼성,사직,1737
2021,2021-06-18,금,KT,두산,수원,1445
2021,2021-06-18,금,LG,KIA,잠실,4860
2021,2021-06-18,금,NC,키움,창원,1273
2021,2021-06-18,금,한화,SSG,한밭,1084
2021,2021-06-19,토,롯데,삼성,사직,5382
2021,2021-06-19,토,KT,두산,수원,2274
2021,2021-06-19,토,KT,두산,수원,2922
2021,2021-06-19,토,LG,KIA,잠실,7405
2021,2021-06-19,토,NC,키움,창원,3074
2021,2021-06-19,토,한화,SSG,한밭,3552
2021,2021-06-20,일,롯데,삼성,사직,3485
2021,2021-06-20,일,KT,두산,수원,2585
2021,2021-06-20,일,LG,KIA,잠실,6602
2021,2021-06-20,일,NC,키움,창원,2071
2021,2021-06-20,일,한화,SSG,한밭,2107
2021,2021-06-22,화,삼성,한화,대구,2127
2021,2021-06-22,화,SSG,LG,문학,3625
2021,2021-06-22,화,롯데,NC,사직,2036
2021,2021-06-22,화,KT,KIA,수원,1668
2021,2021-06-22,화,두산,키움,잠실,1364
2021,2021-06-23,수,삼성,한화,대구,2366
2021,2021-06-23,수,SSG,LG,문학,3587
2021,2021-06-23,수,롯데,NC,사직,1705
2021,2021-06-23,수,KT,KIA,수원,1368
2021,2021-06-23,수,두산,키움,잠실,1585
2021,2021-06-24,목,삼성,한화,대구,3029
2021,2021-06-24,목,SSG,LG,문학,4253
2021,2021-06-24,목,롯데,NC,사직,2197
2021,2021-06-24,목,KT,KIA,수원,1625
2021,2021-06-24,목,두산,키움,잠실,1773
2021,2021-06-25,금,키움,KIA,고척,1981
2021,2021-06-25,금,두산,롯데,잠실,3558
2021,2021-06-25,금,NC,SSG,창원,2375
2021,2021-06-25,금,한화,KT,한밭,1123
2021,2021-06-26,토,키움,KIA,고척,3346
2021,2021-06-26,토,삼성,LG,대구,3445
2021,2021-06-26,토,삼성,LG,대구,8162
2021,2021-06-26,토,두산,롯데,잠실,5297
2021,2021-06-26,토,NC,SSG,창원,3576
2021,2021-06-26,토,한화,KT,한밭,2241
2021,2021-06-27,일,키움,KIA,고척,2696
2021,2021-06-27,일,삼성,LG,대구,8007
2021,2021-06-27,일,두산,롯데,잠실,4549
2021,2021-06-27,일,NC,SSG,창원,2771
2021,2021-06-27,일,한화,KT,한밭,1545
2021,2021-06-29,화,키움,롯데,고척,1639
2021,2021-06-29,화,KIA,NC,광주,746
2021,2021-06-29,화,SSG,삼성,문학,3120
2021,2021-06-30,수,키움,롯데,고척,2001
2021,2021-06-30,수,SSG,삼성,문학,2481
2021,2021-06-30,수,SSG,삼성,문학,2886
2021,2021-06-30,수,LG,KT,잠실,2851
2021,2021-06-30,수,한화,두산,한밭,1082
2021,2021-07-01,목,키움,롯데,고척,2049
2021,2021-07-01,목,KIA,NC,광주,842
2021,2021-07-01,목,SSG,삼성,문학,3239
2021,2021-07-01,목,LG,KT,잠실,2919
2021,2021-07-01,목,한화,두산,한밭,1255
2021,2021-07-02,금,KIA,두산,광주,1391
2021,2021-07-02,금,SSG,롯데,문학,4529
2021,2021-07-02,금,KT,키움,수원,1667
2021,2021-07-02,금,LG,한화,잠실,4589
2021,2021-07-02,금,NC,삼성,창원,3608
2021,2021-07-04,일,KIA,두산,광주,1218
2021,2021-07-04,일,SSG,롯데,문학,4288
2021,2021-07-04,일,KT,키움,수원,2066
2021,2021-07-04,일,LG,한화,잠실,3428
2021,2021-07-04,일,NC,삼성,창원,3603
2021,2021-07-05,월,SSG,롯데,문학,2473
2021,2021-07-05,월,KT,키움,수원,1015
2021,2021-07-05,월,LG,한화,잠실,2075
2021,2021-07-06,화,키움,SSG,고척,1549
2021,2021-07-06,화,두산,NC,잠실,1633
2021,2021-07-07,수,키움,SSG,고척,1328
2021,2021-07-07,수,두산,NC,잠실,924
2021,2021-07-07,수,한화,KIA,한밭,518
2021,2021-07-08,목,키움,SSG,고척,1436
2021,2021-07-08,목,삼성,KT,대구,1994
2021,2021-07-09,금,KIA,KT,광주,1168
2021,2021-07-09,금,삼성,롯데,대구,2754
2021,2021-07-09,금,SSG,한화,문학,3370
2021,2021-07-10,토,삼성,롯데,대구,8207
2021,2021-07-10,토,SSG,한화,문학,4747
2021,2021-07-11,일,KIA,KT,광주,1546
2021,2021-07-11,일,삼성,롯데,대구,5890
2021,2021-07-11,일,SSG,한화,문학,3754
2021,2021-08-10,화,키움,KT,고척,0
2021,2021-08-10,화,KIA,한화,광주,836
2021,2021-08-10,화,LG,SSG,잠실,0
2021,2021-08-10,화,NC,롯데,창원,0
2021,2021-08-11,수,키움,KT,고척,0
2021,2021-08-11,수,KIA,한화,광주,1853
2021,2021-08-11,수,삼성,두산,대구,2433
2021,2021-08-11,수,LG,SSG,잠실,0
2021,2021-08-11,수,NC,롯데,창원,0
2021,2021-08-12,목,키움,KT,고척,0
2021,2021-08-12,목,삼성,두산,대구,2489
2021,2021-08-12,목,NC,롯데,창원,0
2021,2021-08-13,금,키움,두산,고척,0
2021,2021-08-13,금,SSG,KIA,문학,0
2021,2021-08-13,금,KT,삼성,수원,0
2021,2021-08-13,금,LG,롯데,잠실,0
2021,2021-08-13,금,한화,NC,한밭,0
2021,2021-08-14,토,키움,두산,고척,0
2021,2021-08-14,토,SSG,KIA,문학,0
2021,2021-08-14,토,KT,삼성,수원,0
2021,2021-08-14,토,LG,롯데,잠실,0
2021,2021-08-14,토,한화,NC,한밭,0
2021,2021-08-15,일,키움,두산,고척,0
2021,2021-08-15,일,SSG,KIA,문학,0
2021,2021-08-15,일,KT,삼성,수원,0
2021,2021-08-15,일,LG,롯데,잠실,0
2021,2021-08-15,일,한화,NC,한밭,0
2021,2021-08-17,화,롯데,키움,사직,0
2021,2021-08-17,화,KT,LG,수원,0
2021,2021-08-17,화,한화,삼성,한밭,0
2021,2021-08-18,수,SSG,NC,문학,0
2021,2021-08-18,수,롯데,키움,사직,0
2021,2021-08-18,수,KT,LG,수원,0
2021,2021-08-18,수,두산,KIA,잠실,0
2021,2021-08-18,수,한화,삼성,한밭,0
2021,2021-08-19,목,SSG,NC,문학,0
2021,2021-08-19,목,KT,LG,수원,0
2021,2021-08-19,목,두산,KIA,잠실,0
2021,2021-08-19,목,한화,삼성,한밭,0
2021,2021-08-20,금,KIA,키움,광주,1157
2021,2021-08-20,금,삼성,SSG,대구,2504
2021,2021-08-20,금,롯데,KT,사직,0
2021,2021-08-20,금,두산,한화,잠실,0
2021,2021-08-20,금,NC,LG,창원,0
2021,2021-08-21,토,두산,한화,잠실,0
2021,2021-08-22,일,KIA,키움,광주,1340
2021,2021-08-22,일,삼성,SSG,대구,4433
2021,2021-08-22,일,롯데,KT,사직,0
2021,2021-08-22,일,두산,한화,잠실,0
2021,2021-08-22,일,NC,LG,창원,0
2021,2021-08-23,월,롯데,KT,사직,0
2021,2021-08-24,화,KIA,키움,광주,379
2021,2021-08-24,화,삼성,SSG,대구,852
2021,2021-08-24,화,두산,한화,잠실,0
2021,2021-08-25,수,키움,한화,고척,0
2021,2021-08-25,수,KIA,롯데,광주,579
2021,2021-08-25,수,KT,SSG,수원,0
2021,2021-08-25,수,LG,삼성,잠실,0
2021,2021-08-26,목,키움,한화,고척,0
2021,2021-08-26,목,KIA,롯데,광주,1131
2021,2021-08-26,목,KT,SSG,수원,0
2021,2021-08-26,목,LG,삼성,잠실,0
2021,2021-08-26,목,NC,두산,창원,0
2021,2021-08-26,목,NC,두산,창원,0
2021,2021-08-27,금,키움,한화,고척,0
2021,2021-08-27,금,KT,SSG,수원,0
2021,2021-08-27,금,LG,삼성,잠실,0
2021,2021-08-27,금,NC,두산,창원,0
2021,2021-08-28,토,SSG,KIA,문학,0
2021,2021-08-28,토,롯데,두산,사직,0
2021,2021-08-28,토,KT,삼성,수원,0
2021,2021-08-28,토,LG,키움,잠실,0
2021,2021-08-28,토,한화,NC,한밭,0
2021,2021-08-29,일,SSG,KIA,문학,0
2021,2021-08-29,일,롯데,두산,사직,0
2021,2021-08-29,일,KT,삼성,수원,0
2021,2021-08-29,일,LG,키움,잠실,0
2021,2021-08-29,일,한화,NC,한밭,0
2021,2021-08-31,화,삼성,키움,대구,1495
2021,2021-08-31,화,롯데,LG,사직,0
2021,2021-08-31,화,한화,KT,한밭,0
2021,2021-09-01,수,삼성,키움,대구,580
2021,2021-09-01,수,SSG,NC,문학,0
2021,2021-09-01,수,SSG,NC,문학,0
2021,2021-09-01,수,두산,KIA,잠실,0
2021,2021-09-01,수,두산,KIA,잠실,0
2021,2021-09-01,수,한화,KT,한밭,227
2021,2021-09-02,목,키움,KT,고척,0
2021,2021-09-02,목,KIA,삼성,광주,555
2021,2021-09-02,목,SSG,두산,문학,0
2021,2021-09-02,목,LG,NC,잠실,0
2021,2021-09-03,금,키움,KT,고척,0
2021,2021-09-03,금,KIA,삼성,광주,887
2021,2021-09-03,금,SSG,두산,문학,0
2021,2021-09-03,금,롯데,한화,사직,0
2021,2021-09-03,금,롯데,한화,사직,0
2021,2021-09-03,금,LG,NC,잠실,0
2021,2021-09-04,토,키움,SSG,고척,0
2021,2021-09-04,토,삼성,두산,대구,4769
2021,2021-09-04,토,LG,KT,잠실,0
2021,2021-09-04,토,NC,롯데,창원,2368
2021,2021-09-04,토,한화,KIA,한밭,1647
2021,2021-09-05,일,키움,SSG,고척,0
2021,2021-09-05,일,삼성,두산,대구,4795
2021,2021-09-05,일,LG,KT,잠실,0
2021,2021-09-05,일,NC,롯데,창원,2407
2021,2021-09-05,일,한화,KIA,한밭,1618
2021,2021-09-07,화,삼성,롯데,대구,1466
2021,2021-09-07,화,NC,한화,창원,534
2021,2021-09-08,수,삼성,롯데,대구,2463
2021,2021-09-08,수,SSG,LG,문학,0
2021,2021-09-08,수,KT,KIA,수원,0
2021,2021-09-08,수,두산,키움,잠실,0
2021,2021-09-08,수,NC,한화,창원,680
2021,2021-09-09,목,키움,KIA,고척,0
2021,2021-09-09,목,삼성,KT,대구,1478
2021,2021-09-09,목,롯데,SSG,사직,1390
2021,2021-09-09,목,LG,한화,잠실,0
2021,2021-09-09,목,NC,두산,창원,705
2021,2021-09-10,금,키움,KIA,고척,0
2021,2021-09-10,금,삼성,KT,대구,2873
2021,2021-09-10,금,롯데,SSG,사직,1550
2021,2021-09-10,금,LG,한화,잠실,0
2021,2021-09-10,금,NC,두산,창원,966
2021,2021-09-11,토,KIA,NC,광주,1178
2021,2021-09-11,토,롯데,키움,사직,3031
2021,2021-09-11,토,KT,SSG,수원,0
2021,2021-09-11,토,두산,LG,잠실,0
2021,2021-09-11,토,한화,삼성,한밭,2428
2021,2021-09-12,일,KIA,NC,광주,1170
2021,2021-09-12,일,KIA,NC,광주,975
2021,2021-09-12,일,롯데,키움,사직,2558
2021,2021-09-12,일,롯데,키움,사직,1942
2021,2021-09-12,일,KT,SSG,수원,0
2021,2021-09-12,일,KT,SSG,수원,0
2021,2021-09-12,일,두산,LG,잠실,0
2021,2021-09-12,일,두산,LG,잠실,0
2021,2021-09-12,일,한화,삼성,한밭,1954
2021,2021-09-12,일,한화,삼성,한밭,1400
2021,2021-09-14,화,KIA,롯데,광주,533
2021,2021-09-14,화,삼성,LG,대구,2163
2021,2021-09-14,화,SSG,한화,문학,0
2021,2021-09-14,화,두산,KT,잠실,0
2021,2021-09-14,화,NC,키움,창원,516
2021,2021-09-15,수,KIA,롯데,광주,389
2021,2021-09-15,수,KIA,롯데,광주,618
2021,2021-09-15,수,삼성,LG,대구,2214
2021,2021-09-15,수,SSG,한화,문학,0
2021,2021-09-15,수,두산,KT,잠실,0
2021,2021-09-15,수,NC,키움,창원,728
2021,2021-09-16,목,키움,한화,고척,0
2021,2021-09-16,목,삼성,KIA,대구,1710
2021,2021-09-16,목,KT,롯데,수원,0
2021,2021-09-16,목,두산,SSG,잠실,0
2021,2021-09-16,목,NC,LG,창원,690
2021,2021-09-17,금,키움,한화,고척,0
2021,2021-09-17,금,삼성,KIA,대구,2570
2021,2021-09-17,금,KT,롯데,수원,0
2021,2021-09-17,금,두산,SSG,잠실,0
2021,2021-09-17,금,NC,LG,창원,850
2021,2021-09-18,토,키움,두산,고척,0
2021,2021-09-18,토,SSG,삼성,문학,0
2021,2021-09-18,토,LG,KIA,잠실,0
2021,2021-09-18,토,NC,KT,창원,2208
2021,2021-09-18,토,한화,롯데,한밭,2112
2021,2021-09-19,일,키움,두산,고척,0
2021,2021-09-19,일,SSG,삼성,문학,0
2021,2021-09-19,일,LG,KIA,잠실,0
2021,2021-09-19,일,NC,KT,창원,2286
2021,2021-09-19,일,한화,롯데,한밭,2307
2021,2021-09-21,화,KIA,KT,광주,1484
2021,2021-09-21,화,SSG,키움,문학,0
2021,2021-09-21,화,롯데,삼성,사직,2333
2021,2021-09-21,화,두산,NC,잠실,0
2021,2021-09-21,화,한화,LG,한밭,2187
2021,2021-09-22,수,KIA,KT,광주,1437
2021,2021-09-22,수,SSG,키움,문학,0
